step,td_loss_agent0,td_loss_agent1,td_loss_agent2
102,2.336983,2.3568192,1.7103014
103,2.454798,1.7620602,1.8509793
104,1.2013552,0.6198207,1.6385972
105,1.5520608,1.8667855,1.3258085
106,0.75583327,1.3870418,0.6324048
107,0.7220379,1.4615465,1.5632448
108,2.1896148,1.8265228,1.6005597
109,1.7805786,0.7912228,0.6199785
110,1.0044861,1.0663166,1.0086277
111,1.516599,0.7383045,0.84650457
112,1.4935832,0.855393,1.5854417
113,0.8906429,1.06019,1.4897599
114,1.3834616,1.161451,0.82491857
115,1.2775985,0.67432237,1.681454
116,1.2189237,1.0991852,1.235924
117,1.4059365,1.4408984,0.6842898
118,1.2060531,0.77599627,1.1721416
119,1.2478087,1.3662851,1.963495
120,1.6238143,1.5097743,0.878302
121,1.1638931,0.86739,1.2499081
122,1.9627737,0.96374005,1.1523185
123,0.91290665,1.5233064,0.8682028
124,0.94778043,0.79808384,1.2776716
125,0.9822578,0.6906068,0.7991559
126,0.42725885,0.9006312,0.4110768
127,0.8596413,0.617669,1.0423155
128,0.44869927,0.25202847,1.1957356
129,0.93299925,0.81166637,0.8699441
130,0.8132125,1.2737694,0.61622906
131,0.3570269,0.8722931,0.8214253
132,0.8448428,1.0030295,1.1659088
133,0.31389832,1.126911,1.2466632
134,0.60049266,0.7169049,1.0760608
135,0.8409066,0.37131673,0.3036315
136,1.2320421,0.8782581,0.37935913
137,1.630124,0.63997823,0.6688881
138,0.7675662,1.2819793,0.93581843
139,1.2251418,0.63905454,0.9494678
140,0.36644936,0.25718772,1.2988636
141,0.5489212,0.52158785,0.4098712
142,0.75787914,0.4324458,0.5839287
143,1.0801896,1.088803,0.7951397
144,0.6215218,0.77488226,0.26231897
145,0.9420223,0.9170394,0.91201764
146,0.81934404,0.5582409,0.8455023
147,0.6191859,0.4058812,0.55376977
148,0.8737061,1.1652284,0.7236501
149,0.84880817,0.60605776,1.0408993
150,0.57760596,0.4988289,0.9117559
151,0.8002896,0.3153277,0.5875904
152,0.86789614,1.0443931,1.0554066
153,0.4995904,0.261171,0.7245375
154,0.8807652,0.55142134,0.47103274
155,0.32767755,0.6377433,0.74748445
156,0.6596472,0.9145732,0.5990259
157,0.47066972,0.5787263,0.50427705
158,0.6003414,0.777871,0.83581984
159,0.4675419,0.4026715,0.54501855
160,0.30664074,0.7140194,0.5928396
161,0.6052412,0.40350568,0.43829906
162,0.31425333,0.58550096,0.6612013
163,0.50677425,0.7339822,0.52590066
164,0.4457942,0.8097094,0.5027801
165,0.37829924,0.4500568,0.5243252
166,0.16383913,0.42882484,0.37344697
167,0.49375814,0.34487686,0.2790022
168,0.3168178,0.62600046,0.59656143
169,0.693568,0.34187454,0.44615185
170,0.5093293,0.4187176,0.39876738
171,0.6296587,0.6857595,0.4343085
172,0.38910016,0.30671728,0.49384552
173,0.6252282,0.13513267,0.3092928
174,0.41551608,0.45326683,0.3177261
175,0.3052799,0.3196457,0.34508806
176,0.4073544,0.36193854,0.18961522
177,0.3048523,0.14922619,0.18204156
178,0.2731331,0.3111052,0.17361735
179,0.27179736,0.2618538,0.23250489
180,0.37278953,0.2422141,0.21221623
181,0.32893533,0.20574275,0.28910956
182,0.28543222,0.24682827,0.1821271
183,0.2907114,0.25591564,0.26575783
184,0.16373768,0.29286993,0.1415172
185,0.15162325,0.3055702,0.14818501
186,0.16853376,0.07280706,0.11688934
187,0.1695403,0.18397321,0.14718114
188,0.12066434,0.17924446,0.10036346
189,0.13466477,0.1483227,0.09161018
190,0.14156197,0.12920094,0.04462319
191,0.092084095,0.050261393,0.057660747
192,0.124218374,0.11900182,0.09016828
193,0.09288801,0.0875255,0.053422824
194,0.08975491,0.06957726,0.08019048
195,0.09048106,0.04839603,0.06368023
196,0.20443344,0.038280685,0.04729674
197,0.083590195,0.03242206,0.07088451
198,0.14384045,0.06417854,0.04463471
199,0.106135584,0.025551096,0.040897675
200,0.100627705,0.032846414,0.03458082
201,0.06970736,0.03665888,0.023781203
202,0.16413029,0.025902715,0.01710742
203,0.11986359,0.024350688,0.029036
204,0.04700265,0.015885662,0.031588882
205,0.12464832,0.011586247,0.017533638
206,0.05487568,0.013860234,0.012972826
207,0.12575717,0.009331881,0.024688471
208,0.093780614,0.006431294,0.013654992
209,0.06473716,0.0080000125,0.013772802
210,0.04479547,0.0063242805,0.0084475605
211,0.044224437,0.006392394,0.008611841
212,0.05684524,0.004073017,0.008845705
213,0.022071008,0.0068136714,0.00868736
214,0.043385446,0.0054164203,0.0037812782
215,0.027920628,0.0050167544,0.0058698617
216,0.037792467,0.006628788,0.006839728
217,0.060795527,0.0050020143,0.0053027747
218,0.02529177,0.0042279186,0.0031002718
219,0.014660815,0.003988093,0.0021849081
220,0.028314117,0.006636801,0.0049874242
221,0.0433693,0.0048261243,0.0037927893
222,0.03645937,0.0043671047,0.0049247458
223,0.03424612,0.00547734,0.0043753833
224,0.02565413,0.0050562383,0.0042680576
225,0.041904524,0.0034478032,0.004943853
226,0.022229973,0.008179515,0.005343373
227,0.027172532,0.004068393,0.0037827583
228,0.025815567,0.006196885,0.0025766238
229,0.024668708,0.003962012,0.005114888
230,0.044484667,0.0037468385,0.0066292956
231,0.02786175,0.0022946224,0.0064752363
232,0.013228325,0.0024974658,0.008064616
233,0.025643976,0.0033773084,0.0043530464
234,0.016678091,0.003179936,0.0018865872
235,0.011633227,0.0024551724,0.003910373
236,0.018072464,0.0021969108,0.0037076427
237,0.008612877,0.0029768338,0.002845343
238,0.009150047,0.0032827077,0.004147229
239,0.0073626917,0.0031339657,0.0033496567
240,0.013672794,0.006941286,0.004108146
241,0.02036395,0.0040703025,0.0021961916
242,0.01156166,0.0033875697,0.001532453
243,0.0075908564,0.0046928693,0.003561406
244,0.017579446,0.004542792,0.0063857515
245,0.014467546,0.005070039,0.0018611394
246,0.012745302,0.008055431,0.0032890788
247,0.008507273,0.003822555,0.0022216088
248,0.005388459,0.0042507043,0.00260716
249,0.008519815,0.004629743,0.0029444308
250,0.004879314,0.0038287726,0.0045242584
251,0.008867021,0.003497996,0.0036289042
252,0.00560548,0.004679122,0.002793696
253,0.009238383,0.004279885,0.00708628
254,0.011283489,0.0038913584,0.0061084963
255,0.009709926,0.0032536238,0.007345498
256,0.003982151,0.005087076,0.0035926632
257,0.004783074,0.0047900723,0.0035135946
258,0.0038426677,0.006374526,0.002979696
259,0.0040386603,0.0017057825,0.0035729678
260,0.0048817294,0.0044625932,0.007911507
261,0.003335258,0.005829833,0.0043853554
262,0.0046747187,0.002344862,0.0047065504
263,0.008860339,0.0045935833,0.004343832
264,0.006191726,0.0029252358,0.0046701343
265,0.0063056964,0.00523044,0.002159243
266,0.0040059974,0.004306739,0.00357091
267,0.0049240235,0.0019961558,0.0025356137
268,0.004337908,0.0035263356,0.003221666
269,0.0044181105,0.0018152563,0.004047808
270,0.0046789004,0.004157801,0.0054184482
271,0.0029180693,0.0032175009,0.004011711
272,0.004627445,0.005086426,0.0017490329
273,0.008373177,0.0018846543,0.0041247257
274,0.0022767547,0.0030222049,0.00408007
275,0.0040591443,0.0038749923,0.001872133
276,0.004786224,0.0024967438,0.0040306235
277,0.003987354,0.0034458297,0.004141148
278,0.003503826,0.002492581,0.0018297464
279,0.0051945904,0.0020459683,0.0031416502
280,0.0030617467,0.0027059235,0.0035678193
281,0.0027821343,0.006442949,0.006923788
282,0.0052227336,0.0027961554,0.0021835351
283,0.0028581969,0.004585315,0.004941946
284,0.0024736284,0.0036117581,0.0039801756
285,0.0064710774,0.0039322725,0.0029309995
286,0.005021801,0.0056144255,0.006136338
287,0.0044486523,0.0030049821,0.004367875
288,0.007917944,0.0033186616,0.006881234
289,0.002332324,0.0009953406,0.005799639
290,0.0033114017,0.0043663336,0.0057819565
291,0.0045424467,0.0027491865,0.0032929173
292,0.0026972876,0.0026964024,0.0024104568
293,0.0047925455,0.0023329528,0.0056485627
294,0.0049927086,0.003614095,0.003641525
295,0.0022765265,0.0053729643,0.004262562
296,0.0024827207,0.0037922934,0.0021948167
297,0.0046697934,0.0011738741,0.0021232218
298,0.0037018214,0.005421276,0.0031154263
299,0.0035853663,0.0013527735,0.0032415106
300,0.0026812279,0.0010405316,0.0031661564
301,0.005977004,0.003009378,0.0020621188
302,0.002426643,0.0052180933,0.003936327
303,0.0041373633,0.0025784052,0.0029000258
304,0.004145466,0.0025977213,0.0022281138
305,0.0024336032,0.00422775,0.0025160704
306,0.0051543238,0.0019685542,0.0045402623
307,0.0041001663,0.0018729419,0.0013483979
308,0.0021486715,0.0029072808,0.0028963387
309,0.0028584953,0.004046953,0.0021517652
310,0.005188601,0.0033595893,0.0037370503
311,0.0031781439,0.0018600107,0.0032687846
312,0.0050089303,0.003786179,0.0052931556
313,0.0025147374,0.006215828,0.002662079
314,0.004629312,0.0008827551,0.0025430792
315,0.0026029993,0.001048564,0.004145285
316,0.0035735802,0.0022353511,0.0030509639
317,0.002221785,0.0029357618,0.0022305844
318,0.0043674232,0.002474082,0.0013843582
319,0.0028631492,0.0032253196,0.004767325
320,0.004209123,0.0018507438,0.006758055
321,0.0038793918,0.004314536,0.002492209
322,0.001353614,0.006887426,0.001945762
323,0.0023114039,0.0014706734,0.0030466919
324,0.0034307316,0.0017246386,0.0024658323
325,0.0031388442,0.0055340077,0.003939109
326,0.005558186,0.0015533187,0.0020118945
327,0.0036798683,0.004167746,0.0030413372
328,0.0016440372,0.004598121,0.0037899765
329,0.0012749259,0.0033320524,0.0025186548
330,0.0018933471,0.0047481908,0.003974018
331,0.0035749339,0.00336631,0.0030318368
332,0.0034865616,0.004603083,0.0039125057
333,0.0025791926,0.0020815558,0.0010778815
334,0.0024666945,0.0040125577,0.0014508279
335,0.0016245586,0.0045388215,0.004629328
336,0.0040093074,0.0059398925,0.004471404
337,0.003634072,0.0040518274,0.0042670844
338,0.003577055,0.0016906066,0.00085530244
339,0.0065147607,0.005706765,0.001569855
340,0.0036489435,0.0038458202,0.002156408
341,0.0021714172,0.0048104366,0.0024217968
342,0.0049673603,0.0026225576,0.0011958631
343,0.0016211291,0.006276967,0.0039235973
344,0.0031267237,0.004006381,0.006439435
345,0.0027753194,0.0033975581,0.0029743714
346,0.003698247,0.00223868,0.002402497
347,0.003991864,0.0030984594,0.0017567936
348,0.003781808,0.0040748464,0.00196102
349,0.004645948,0.0048423177,0.004740097
350,0.003214084,0.0056444556,0.0024430654
351,0.003200865,0.0051009636,0.0016824948
352,0.0027388814,0.0037431861,0.0021526723
353,0.0031886003,0.0034880557,0.0013631557
354,0.0032004314,0.0017034377,0.004834966
355,0.001506029,0.004338112,0.0064992523
356,0.005989639,0.006319318,0.0029056186
357,0.0029525855,0.002390054,0.004612499
358,0.0034250987,0.003930742,0.0023233779
359,0.0043162066,0.004044378,0.0035120684
360,0.0027213963,0.003247377,0.002407449
361,0.0025185407,0.0033543701,0.0051817275
362,0.003706132,0.0034249888,0.004238444
363,0.0036007997,0.0014482889,0.005251684
364,0.0038881619,0.0054529356,0.0027839462
365,0.002737734,0.0014318377,0.0045709275
366,0.004517164,0.003220242,0.004546651
367,0.00493758,0.0043312097,0.0022646962
368,0.003876849,0.0029943846,0.0030284803
369,0.002007502,0.0018094454,0.0052262405
370,0.0041915765,0.0040944354,0.0024318977
371,0.0018144543,0.0042228107,0.004155155
372,0.0044099865,0.0032552471,0.005150773
373,0.005314504,0.006175151,0.0020087825
374,0.0046517462,0.005195574,0.004744576
375,0.0029082196,0.0022868663,0.0051853256
376,0.002960798,0.0034866822,0.0012574382
377,0.0026998208,0.0034260915,0.0013537186
378,0.0057245996,0.0043331813,0.0034313053
379,0.0037355977,0.004263586,0.0020711059
380,0.0016359839,0.0030484688,0.0022808937
381,0.0026572836,0.00628614,0.0025144122
382,0.0021281373,0.003080456,0.004546908
383,0.0036401683,0.003291817,0.0017693178
384,0.0025058382,0.0016437373,0.0036101288
385,0.0028842723,0.0020314339,0.0014430024
386,0.003036905,0.002394955,0.0016371793
387,0.0022871015,0.0020677939,0.0020285668
388,0.001633314,0.0035186878,0.0027522487
389,0.0019633307,0.0012847214,0.002337618
390,0.0057652956,0.004604974,0.0042851856
391,0.0052318014,0.003423195,0.004237858
392,0.002638787,0.0029154322,0.0027204608
393,0.0011166928,0.0026134457,0.0015146467
394,0.005764983,0.006663372,0.0018860579
395,0.005202906,0.004294412,0.004287513
396,0.0036972102,0.003991453,0.0014245464
397,0.005238454,0.0020102065,0.0047524646
398,0.002734681,0.003277264,0.0033899532
399,0.0011738907,0.0026085956,0.0027591838
400,0.003494861,0.002467728,0.005326176
401,0.0038737943,0.0021093562,0.0019266731
402,0.0042129727,0.0033709714,0.002540525
403,0.0024936062,0.000958401,0.0013772586
404,0.0054935957,0.001761309,0.0072514773
405,0.002320135,0.0024324367,0.0018899012
406,0.0019464098,0.00208889,0.0017946803
407,0.0018632573,0.0032869768,0.0029008682
408,0.0018182247,0.0021027518,0.005121303
409,0.0016880413,0.0040646894,0.003525834
410,0.0049878964,0.003720265,0.006446603
411,0.0039644805,0.0033688843,0.0015080227
412,0.0016260782,0.005112958,0.005378493
413,0.0029420918,0.005925184,0.0035466433
414,0.0023789774,0.0054912367,0.0033073374
415,0.0031387857,0.0043263957,0.002322423
416,0.0025176937,0.0018940642,0.0014763762
417,0.0040677595,0.003811827,0.0036835207
418,0.003587283,0.004074269,0.003815286
419,0.0018889433,0.004820762,0.0057341005
420,0.004075242,0.0010557506,0.0014675173
421,0.0065466547,0.0020658658,0.004767932
422,0.003906309,0.0016896001,0.0021382533
423,0.002807315,0.001290156,0.0033131824
424,0.0019850507,0.0044949623,0.003877061
425,0.0021102233,0.0050130403,0.006187296
426,0.004589878,0.004418276,0.0059265275
427,0.0026181585,0.0035463572,0.0017887772
428,0.0054524643,0.00090081897,0.0027308785
429,0.0059423046,0.0044383463,0.002426917
430,0.003523313,0.0039970847,0.003199539
431,0.0020964826,0.004656568,0.007042032
432,0.0027359247,0.002843976,0.0017220653
433,0.0017846136,0.0024087278,0.0063823313
434,0.0047558853,0.003110317,0.00553229
435,0.0033920617,0.00644156,0.0013104975
436,0.004578417,0.0076967375,0.0024584662
437,0.0048634475,0.0016551837,0.0016300434
438,0.0027505571,0.006459292,0.0028037026
439,0.002327064,0.0074569182,0.001979934
440,0.0036190017,0.0022578882,0.003929274
441,0.004815732,0.0032852034,0.0047708508
442,0.003680473,0.0037384233,0.002649413
443,0.0038562166,0.001223943,0.007943014
444,0.0044385605,0.0033930098,0.0018400389
445,0.0028327722,0.0032445192,0.0015772821
446,0.0015562554,0.0032727341,0.0025795216
447,0.002581799,0.004832281,0.005002038
448,0.0057634376,0.004640611,0.006466819
449,0.0039392565,0.0053588753,0.0026292847
450,0.0023594894,0.008611303,0.0027152018
451,0.0015300331,0.0029122373,0.001900108
452,0.002535482,0.0027048686,0.0054869736
453,0.007202347,0.002981574,0.0022957749
454,0.002146292,0.007250564,0.003673906
455,0.0040077246,0.0039488277,0.0009857651
456,0.0031772368,0.0035396798,0.0034637165
457,0.0044175615,0.0015202665,0.005986354
458,0.0022987714,0.0038887362,0.0013005296
459,0.008314704,0.004857005,0.0041115656
460,0.0023237763,0.004557574,0.0019384685
461,0.0054188436,0.008480297,0.0019391071
462,0.004142916,0.0017186168,0.0031164754
463,0.0031750374,0.011539815,0.0027657533
464,0.0026170565,0.0060309907,0.0065821456
465,0.004179489,0.006187913,0.0011440897
466,0.0039841873,0.007193498,0.00732015
467,0.0031074819,0.0069880104,0.0055305804
468,0.0027721329,0.001981916,0.0024786913
469,0.0053986562,0.007959115,0.0017490591
470,0.002105485,0.0035594618,0.0037744031
471,0.0025077332,0.0026389225,0.0043871533
472,0.0021828865,0.0016055763,0.0028287852
473,0.0021955739,0.0032045157,0.003617118
474,0.0060545807,0.002395733,0.004653995
475,0.006312754,0.008156406,0.0030630373
476,0.0043980572,0.0022668992,0.0053868936
477,0.0040651513,0.0030236342,0.0053964476
478,0.0017335676,0.0042571854,0.002559105
479,0.0021955916,0.004274831,0.007140724
480,0.004396593,0.006926363,0.008254846
481,0.0035129753,0.004367843,0.0010512779
482,0.0037165778,0.0021176848,0.006977999
483,0.003213924,0.0021207791,0.005826443
484,0.0016093929,0.0060783206,0.003373992
485,0.0046427776,0.010143511,0.0021389262
486,0.0026040496,0.0037041246,0.006235986
487,0.0021321278,0.004111014,0.00408818
488,0.0046214825,0.009068094,0.0012813546
489,0.0033813582,0.008097426,0.008926929
490,0.0062009585,0.0051112324,0.0043993327
491,0.0036957664,0.004226367,0.005005135
492,0.005336336,0.0039613075,0.007516007
493,0.0040178867,0.0045822165,0.0063772886
494,0.005735349,0.0038919265,0.0098665375
495,0.004085039,0.0035146126,0.0056913677
496,0.006889862,0.0089198025,0.0023215278
497,0.0066553284,0.0019791075,0.008918196
498,0.007071584,0.002383847,0.0046362123
499,0.0059028813,0.007027247,0.0036743253
500,0.0047086673,0.00849467,0.0028353631
501,0.0045106607,0.004000594,0.0025177673
502,0.0030462663,0.0031984113,0.00687828
503,0.0054034656,0.001830597,0.002584457
504,0.0025579312,0.006044669,0.0031388807
505,0.0032225647,0.0050808084,0.0038188437
506,0.0047706948,0.001914568,0.0032119022
507,0.00424066,0.0054351124,0.0024980356
508,0.0049111852,0.0020950283,0.0068474584
509,0.0013797221,0.0041285716,0.003962633
510,0.003610116,0.005330217,0.008496925
511,0.003000373,0.003026163,0.002705976
512,0.00296221,0.0043277936,0.004716767
513,0.0025662575,0.003650581,0.006219876
514,0.0020585945,0.0024997385,0.004042034
515,0.0034318047,0.005668732,0.0031644679
516,0.00510431,0.0030049006,0.0058166347
517,0.0014248071,0.0038515758,0.0061880457
518,0.005155817,0.00643027,0.006915399
519,0.0025492727,0.0027044965,0.0013288668
520,0.0024785683,0.005383637,0.0025304062
521,0.006348324,0.0024841568,0.0072045103
522,0.003953033,0.0028237654,0.0022845007
523,0.0029929532,0.0026263138,0.0040789056
524,0.0052848305,0.00236134,0.0030664727
525,0.0033378864,0.0030038238,0.0027284406
526,0.0012482286,0.003750599,0.0022431558
527,0.0016740791,0.006483161,0.003038723
528,0.0059531033,0.0067872796,0.0016395571
529,0.0018062437,0.002877197,0.0020710102
530,0.0032276898,0.004926264,0.0027496251
531,0.0041191257,0.0059294086,0.0055977795
532,0.0017568613,0.004006188,0.0021389339
533,0.0044946056,0.0030314901,0.0022869576
534,0.006912317,0.0047272546,0.0020747888
535,0.002352247,0.0025858954,0.005375744
536,0.0032779202,0.0028479486,0.004304934
537,0.0025244718,0.0070024,0.0039762855
538,0.004317978,0.0055013737,0.0035086807
539,0.0058875624,0.0015654466,0.002573771
540,0.003433087,0.0050764214,0.003982161
541,0.0029035439,0.003798706,0.0036758855
542,0.0018274179,0.0011652736,0.0014221844
543,0.0023843374,0.00476728,0.0026565157
544,0.0038611146,0.0031803912,0.003716344
545,0.0018149458,0.0051168334,0.002933239
546,0.005254197,0.00215936,0.0030575995
547,0.0025758543,0.00354745,0.0028026314
548,0.0016964901,0.005123004,0.002146045
549,0.0034569777,0.004342327,0.005678715
550,0.0058441907,0.0060544964,0.0033153626
551,0.0031850557,0.0033492744,0.003145175
552,0.004097796,0.0060936105,0.0071222396
553,0.0028245957,0.002666669,0.0015786594
554,0.003486156,0.0025216334,0.002899896
555,0.0045862817,0.0038412607,0.0028833328
556,0.00427214,0.0037871667,0.0027361298
557,0.0055440515,0.0009576039,0.0024576418
558,0.0011467496,0.002490803,0.002388442
559,0.0025880965,0.0031152002,0.005951628
560,0.0032235074,0.0027608054,0.0031105867
561,0.005720612,0.0030871658,0.0027246391
562,0.0053922404,0.002364897,0.0046328343
563,0.0024670113,0.001662845,0.0010459283
564,0.0038156614,0.0028147819,0.003829189
565,0.0018671134,0.0032321946,0.0017998568
566,0.0020109615,0.003293477,0.0047668517
567,0.0020473888,0.004266534,0.0034702981
568,0.0033312123,0.0028674765,0.0015736655
569,0.002107844,0.005095786,0.0035667361
570,0.0020471294,0.0025495177,0.0018605727
571,0.0025514746,0.0036594835,0.0039086426
572,0.0033556535,0.0023365605,0.0041621327
573,0.004881215,0.002936562,0.0056411596
574,0.0037681102,0.0029213056,0.0020724707
575,0.0026312498,0.0042122677,0.00430458
576,0.0024416584,0.0029420822,0.0021108298
577,0.0023692176,0.0016916139,0.004254446
578,0.0035062963,0.0034134183,0.0025702654
579,0.0030032233,0.0031073699,0.0035235127
580,0.0029793766,0.0033739656,0.0028382656
581,0.0035159916,0.0019829567,0.0016612662
582,0.0046669818,0.0012236531,0.0034468276
583,0.0055705872,0.005267985,0.003319294
584,0.0029816641,0.0046849195,0.0008861288
585,0.0027091647,0.0021953273,0.0032099178
586,0.0023244815,0.0032833875,0.007351904
587,0.0030732576,0.002624,0.0036826534
588,0.0066141295,0.0047174175,0.0015728871
589,0.005967145,0.0017561701,0.002881967
590,0.0018774068,0.0018914905,0.004904531
591,0.0058437726,0.0022605027,0.004405495
592,0.00076934835,0.001344679,0.0011921314
593,0.0018104354,0.0027918604,0.00368794
594,0.003039247,0.0038338718,0.0036619345
595,0.0023737252,0.0015083072,0.003019431
596,0.0022232921,0.004277069,0.0038256366
597,0.005299031,0.0024814254,0.0039775954
598,0.0031477073,0.0018546919,0.0025173423
599,0.0023798696,0.0064914576,0.005014891
600,0.0029809566,0.003117882,0.0027481983
601,0.002494703,0.0022570954,0.004936112
602,0.0024200531,0.0028459355,0.0032994903
603,0.0022919131,0.002008584,0.0022530472
604,0.0009965091,0.0030574962,0.0007525555
605,0.0018188179,0.0031771832,0.0010691016
606,0.0051427786,0.0036706205,0.0022193985
607,0.0033383816,0.004384892,0.006346103
608,0.002826622,0.0025432084,0.0014994864
609,0.0037311853,0.004308393,0.0021042395
610,0.001587975,0.0019376705,0.0030263541
611,0.0016735237,0.0021646242,0.004491306
612,0.0040380172,0.0018293505,0.0017799947
613,0.0021770801,0.0024746107,0.0073672393
614,0.0034978874,0.0018437301,0.005255832
615,0.0018901939,0.002517592,0.0017542182
616,0.0037861732,0.0038636995,0.0011722299
617,0.0024599065,0.0015136336,0.0034112635
618,0.004440504,0.0027763434,0.0064705387
619,0.00207468,0.004284817,0.002462612
620,0.0022771424,0.0020764216,0.00494908
621,0.00260323,0.0031090346,0.0023608077
622,0.0042815427,0.003871674,0.005871197
623,0.006878998,0.0035450468,0.0031931193
624,0.0014271681,0.00136935,0.0038772793
625,0.0049948688,0.0011730525,0.0035255195
626,0.004580507,0.0027122172,0.0012179201
627,0.0041426723,0.0028400165,0.0036686538
628,0.0036147907,0.0024308688,0.0038101273
629,0.00079009595,0.0026653889,0.0046700463
630,0.0013917233,0.0013565781,0.004008588
631,0.0024636139,0.0024108265,0.002101162
632,0.0030114292,0.0018242853,0.00191526
633,0.005800385,0.0022531203,0.0017946737
634,0.0043810206,0.0037764786,0.0029477132
635,0.00158959,0.0010824462,0.0040664086
636,0.0033709994,0.0030129808,0.0037246188
637,0.0035264948,0.0022723824,0.004539431
638,0.002993374,0.0028098873,0.0040632505
639,0.0022147656,0.003310837,0.0021827135
640,0.0028441548,0.0026062895,0.0025552157
641,0.0021190592,0.0018644204,0.0020782463
642,0.0021398722,0.005580803,0.0021087087
643,0.0028283217,0.0019474832,0.0069531864
644,0.002412797,0.0019652667,0.0020376423
645,0.003662835,0.0048295953,0.004376924
646,0.0014052999,0.0058042416,0.0015629798
647,0.003814089,0.0015867564,0.0039404845
648,0.0030811757,0.0025140867,0.0028420938
649,0.0022246826,0.0015128732,0.0043524005
650,0.002995526,0.0028617922,0.0024109136
651,0.004992678,0.0057341633,0.0058941212
652,0.004005379,0.0010855577,0.005192004
653,0.002305548,0.0025434205,0.0021030086
654,0.002129134,0.0017858874,0.002639322
655,0.001806326,0.0030100932,0.0013859093
656,0.0027894739,0.003039559,0.0052944226
657,0.0013333987,0.0043392414,0.0024192003
658,0.0013774254,0.0027175476,0.0035790405
659,0.0024931813,0.0013731921,0.0050012665
660,0.004524528,0.0015548177,0.001525085
661,0.0016598899,0.0023329854,0.001771937
662,0.0022845294,0.0013524464,0.0020889312
663,0.003213395,0.0016641052,0.0017882591
664,0.0012956773,0.002081355,0.0076531367
665,0.002739036,0.0017183237,0.0030678594
666,0.0010262884,0.0032790417,0.0036382573
667,0.0013326777,0.0015505897,0.0034137093
668,0.004795306,0.002247389,0.0012156367
669,0.0028816494,0.0016443091,0.0022212747
670,0.0029639122,0.0031352239,0.0018328319
671,0.004299056,0.0023300317,0.0033909974
672,0.0010595574,0.0035277237,0.0026689647
673,0.0030419836,0.0017848182,0.0025018917
674,0.0020953198,0.0026569464,0.002677858
675,0.0013809395,0.0029291853,0.0032819
676,0.0009251953,0.0016326522,0.001570876
677,0.0019976334,0.0049461527,0.0060393168
678,0.0026370855,0.0037580077,0.0028091883
679,0.002162789,0.0006324462,0.0050606113
680,0.0028016237,0.002179958,0.0024967943
681,0.000937748,0.0019474941,0.0043677883
682,0.0014716394,0.002664973,0.004784982
