step,td_loss_agent0,td_loss_agent1,td_loss_agent2
102,2.3991559,0.66541064,1.5661923
103,2.041663,1.614368,1.7970021
104,2.6635327,1.1964521,1.6374325
105,2.0226068,0.9171637,1.2487736
106,1.063771,1.4104018,1.396605
107,1.9362204,1.6229498,1.2620332
108,1.8601816,0.82905126,0.48281407
109,1.6775026,1.2132801,1.3109424
110,1.1029465,1.8266983,1.5755136
111,1.5908204,0.88442016,1.4020332
112,2.0325363,1.6861326,1.0058608
113,0.9781808,0.37335205,0.91589236
114,0.81516767,0.8727833,1.1607143
115,1.421011,2.4408364,2.3698497
116,1.3671914,0.90327,0.70996594
117,0.5830703,1.19595,0.44880724
118,0.4856384,1.729072,1.0248514
119,1.1028703,1.3128307,1.5460275
120,1.4120883,0.7387947,1.2723784
121,1.0175273,0.6166905,0.51504314
122,0.5012088,0.7821132,0.34703374
123,1.2166047,1.0137761,0.854408
124,1.0070364,0.7063983,0.14171112
125,1.6809444,0.7922063,1.1999487
126,1.0168307,0.7155828,0.99778503
127,1.3221583,0.79421794,0.62397814
128,0.9619257,0.34834883,1.0355139
129,1.0881686,0.62415606,1.179291
130,1.1136044,0.9643767,0.19934997
131,0.9538826,0.74762833,1.8421701
132,0.94528913,0.66740465,1.0585896
133,1.1314356,0.33655483,0.8265392
134,0.9824585,0.36326373,1.218261
135,1.080647,0.73974913,0.8493159
136,0.37875578,0.39677775,1.0733448
137,1.278143,1.2273782,0.37845266
138,0.66566706,1.1171188,0.78532237
139,0.46763164,0.48270804,1.0601027
140,0.48156196,0.40475896,1.0616965
141,0.7582245,1.150194,0.261315
142,0.4969155,0.41805938,0.8157296
143,0.26639724,0.5447387,0.6532465
144,0.8229265,0.43002188,0.8355228
145,1.4655201,0.8171816,0.56249833
146,0.34866387,0.53797305,0.4853449
147,1.114686,0.2578058,0.27876386
148,1.0125617,0.40554988,0.6244695
149,0.8169608,0.59858817,0.47923622
150,0.5756668,0.48981112,0.76805305
151,0.7403164,0.39358905,1.0621002
152,0.45874813,0.6725093,0.824594
153,0.5609322,0.6724921,0.9921746
154,0.49999386,0.68430465,0.7464313
155,0.39077014,0.3797855,1.0066924
156,0.481112,0.48109907,0.56089044
157,0.9887255,0.63240254,0.81612974
158,0.7274176,0.78362185,1.0627613
159,1.0257629,0.48993033,0.3670646
160,0.52483,0.25374833,1.2612982
161,0.8926133,0.44579554,0.56861967
162,0.3182579,0.33697498,0.6557287
163,0.8170027,0.21233875,0.9024267
164,0.38802585,0.38641548,0.7239846
165,0.4165272,0.2935903,0.5940558
166,0.47942063,0.5143103,0.7787992
167,0.5415449,0.60242397,0.46138704
168,0.40522838,0.29581285,0.703583
169,0.5622552,0.28443122,0.74305606
170,0.4927798,0.22633836,0.85598886
171,0.55057275,0.41643614,0.9229282
172,0.5997375,0.35648388,0.9080998
173,0.29940256,0.6136664,0.569401
174,0.5143328,0.5891416,0.64336884
175,0.34816957,0.38090822,0.5160794
176,0.34331363,0.21077093,0.8197649
177,0.51825625,0.1779599,0.26382533
178,0.3724615,0.15603368,0.61646
179,0.22295058,0.09437722,0.4507107
180,0.6940247,0.3960091,0.3129874
181,0.33225217,0.22174615,0.37050247
182,0.52092737,0.123494655,0.4496094
183,0.37077242,0.26196027,0.3573315
184,0.42723897,0.17284933,0.16396995
185,0.37618214,0.092736766,0.5570602
186,0.32980013,0.38767618,0.25328094
187,0.3817114,0.38732424,0.33497152
188,0.36601907,0.38481507,0.3439385
189,0.311463,0.15589729,0.30602044
190,0.25794417,0.18508394,0.13147593
191,0.18813376,0.31736147,0.22409205
192,0.30555463,0.1646488,0.3378181
193,0.46257347,0.23141177,0.12673655
194,0.17590804,0.1972013,0.19780824
195,0.2493951,0.11151676,0.3086142
196,0.2708636,0.11658178,0.2844288
197,0.20121336,0.22560707,0.22842434
198,0.17710766,0.08555734,0.37803277
199,0.14068836,0.17592973,0.38243026
200,0.10029957,0.09990004,0.18634611
201,0.14494917,0.14069468,0.2488646
202,0.1698893,0.12834714,0.26139617
203,0.14253682,0.083504654,0.26589355
204,0.14849663,0.082833946,0.090674415
205,0.11030825,0.13510147,0.18324015
206,0.12848842,0.09775723,0.12298225
207,0.11070527,0.06606058,0.23532608
208,0.10144138,0.08194953,0.21033281
209,0.18887265,0.056622535,0.29821908
210,0.14076063,0.13703188,0.17876941
211,0.11746153,0.0895418,0.12259317
212,0.08537007,0.07362908,0.2933135
213,0.0847444,0.105637096,0.28106266
214,0.072554335,0.08667172,0.20735481
215,0.0796286,0.09156408,0.20039293
216,0.09303421,0.09287415,0.0957841
217,0.044879317,0.09252229,0.28345183
218,0.08672929,0.16346988,0.2779403
219,0.07382256,0.0901917,0.22962235
220,0.065057054,0.053400267,0.1893553
221,0.09767553,0.07185971,0.152993
222,0.051675238,0.066561274,0.11236367
223,0.04007282,0.086611025,0.09528577
224,0.032536995,0.12184037,0.19452994
225,0.025621131,0.05545126,0.09156032
226,0.035737075,0.09796594,0.13400342
227,0.07270128,0.041134287,0.06766021
228,0.030532215,0.049167417,0.081256755
229,0.03750339,0.09543365,0.0798673
230,0.022985827,0.042542,0.11763457
231,0.022916451,0.043797046,0.12603834
232,0.040819984,0.078986794,0.19270132
233,0.0254272,0.07893667,0.045974433
234,0.04502254,0.07244424,0.1649842
235,0.025791109,0.029597644,0.13982518
236,0.029727923,0.08147289,0.049402364
237,0.020759717,0.05304399,0.12193825
238,0.014274584,0.015892012,0.11638178
239,0.017080637,0.093771406,0.11955902
240,0.011130567,0.06301856,0.1100939
241,0.014087927,0.081036136,0.1659384
242,0.009454745,0.025332827,0.15350598
243,0.011620129,0.07142435,0.13143167
244,0.010201809,0.022583852,0.0650149
245,0.013046097,0.03710661,0.08122194
246,0.011170743,0.019787516,0.07307494
247,0.0073963935,0.027950808,0.0726473
248,0.012369227,0.025179304,0.06371647
249,0.0037763808,0.033118844,0.08418348
250,0.00938226,0.016980482,0.068017066
251,0.005305627,0.014824602,0.07823113
252,0.0046575004,0.031229284,0.05901674
253,0.004140915,0.031240273,0.03776124
254,0.0060779913,0.01551164,0.07282422
255,0.0046290737,0.008988672,0.08112174
256,0.0054181525,0.014260246,0.061213337
257,0.004418831,0.014137702,0.053163316
258,0.0056671584,0.01455098,0.045581847
259,0.0028314204,0.017210409,0.040589917
260,0.0046337023,0.019626252,0.039074
261,0.0039684186,0.020356853,0.03413873
262,0.0037881285,0.01706589,0.028611
263,0.0061536906,0.016311906,0.03929499
264,0.0033697945,0.011398825,0.028096449
265,0.0031886525,0.010855586,0.028837198
266,0.006489505,0.007603786,0.0350261
267,0.0039537433,0.008147338,0.04301692
268,0.0042924816,0.009542437,0.059094347
269,0.0027225392,0.011183663,0.040456966
270,0.0015229748,0.009192494,0.03461946
271,0.002454236,0.013404749,0.024207445
272,0.003537049,0.008373973,0.020432271
273,0.0030615297,0.006996168,0.021969806
274,0.0028549463,0.008597058,0.015990514
275,0.002340794,0.0056167725,0.042846043
276,0.0038154195,0.008627219,0.02622186
277,0.0053383876,0.0062785037,0.01847558
278,0.0060704155,0.009572821,0.035463694
279,0.0042773196,0.007712983,0.017399156
280,0.003904874,0.003378082,0.023330806
281,0.0026491862,0.0063234316,0.03804074
282,0.001978963,0.0058575785,0.01912915
283,0.0035191441,0.007999938,0.026051935
284,0.003782978,0.0035456917,0.01271401
285,0.0030343551,0.009345487,0.012133499
286,0.002119302,0.0065838085,0.010428298
287,0.0056449315,0.008989869,0.027053813
288,0.0036168054,0.0050014644,0.025259707
289,0.0053340956,0.0048595755,0.016017977
290,0.0031907647,0.0053527784,0.021059847
291,0.0025212902,0.0031628911,0.015335045
292,0.0030606235,0.005026223,0.016450267
293,0.0050751483,0.004747092,0.017530084
294,0.0047911196,0.006180858,0.009007873
295,0.0037027895,0.00666148,0.0076922337
296,0.0024787397,0.0042880382,0.013207369
297,0.002087807,0.003678861,0.008053616
298,0.0035266601,0.003249116,0.0054711215
299,0.0037638103,0.0059451787,0.010575138
300,0.0023452314,0.002747552,0.0103981085
301,0.00223072,0.003538093,0.016498838
302,0.0037113216,0.0054716044,0.0102838185
303,0.0044622095,0.00565686,0.0069107492
304,0.002276862,0.0025564928,0.0039314562
305,0.0029146925,0.0034170938,0.0064359596
306,0.0036016195,0.0029921117,0.0076183164
307,0.0026331807,0.0027298774,0.011228783
308,0.0030051882,0.0027206866,0.006371841
309,0.0025462839,0.0058246874,0.00680096
310,0.0019794302,0.002522661,0.0039008318
311,0.0032412186,0.0037245532,0.009765723
312,0.0025586258,0.002971838,0.005090664
313,0.0050223386,0.0024883654,0.005538723
314,0.0021237824,0.00533093,0.0069091353
315,0.0023378753,0.001430227,0.0062202797
316,0.0025108168,0.0023110018,0.0028843875
317,0.0043505533,0.0036449626,0.0057828254
318,0.0030370832,0.0012534754,0.0039512934
319,0.002560731,0.00199881,0.005896771
320,0.007055795,0.0011367504,0.004690606
321,0.0015102813,0.0016604953,0.006367907
322,0.0022332855,0.001153961,0.004618314
323,0.0046381284,0.0021651944,0.0036695877
324,0.0046500713,0.0013755597,0.0042635375
325,0.0011945886,0.0032629631,0.003838085
326,0.002070405,0.002413754,0.0024260245
327,0.004444113,0.0052099843,0.004257814
328,0.004642487,0.004242855,0.0035590215
329,0.0049622785,0.002730154,0.0038126856
330,0.0028561621,0.0015553614,0.0021413248
331,0.0032099707,0.0015873854,0.0037107733
332,0.0025267643,0.002700543,0.004969036
333,0.004491575,0.0025841843,0.0029359376
334,0.0021023548,0.0020864909,0.0053484216
335,0.0026154993,0.0019405498,0.005903322
336,0.0019526007,0.0023972788,0.0025708121
337,0.0034710194,0.0020595698,0.0026114034
338,0.0019814183,0.0031193732,0.0031802417
339,0.0046850964,0.0034105652,0.002694264
340,0.0022693924,0.0016954228,0.0026285658
341,0.0034016718,0.0026319763,0.0046569966
342,0.003471286,0.0048512304,0.0022034082
343,0.0043084933,0.005242505,0.0046486882
344,0.0023484463,0.0013265744,0.0036489451
345,0.0022937804,0.0028048116,0.0027097878
346,0.0026002557,0.002898436,0.0020149818
347,0.0037087211,0.0014000456,0.004399194
348,0.0025113258,0.0019122141,0.0019898415
349,0.0016688111,0.0044732424,0.00285358
350,0.0022358433,0.003735667,0.001462234
351,0.0018235786,0.0040172543,0.0035034758
352,0.0023795483,0.0031557095,0.0018070394
353,0.0022940065,0.0013290456,0.0024903961
354,0.0010832369,0.0032302726,0.004714245
355,0.0031742486,0.005055914,0.0019632855
356,0.0026216004,0.0032203342,0.0021634237
357,0.0041463925,0.0027411277,0.003228447
358,0.0022328848,0.0035744132,0.0017018091
359,0.0034365945,0.0027593672,0.004354151
360,0.003564233,0.0015338839,0.0020977375
361,0.0017340893,0.0028278707,0.002138679
362,0.0017606204,0.0021280157,0.0024121944
363,0.0027243488,0.0037041088,0.0037391433
364,0.004031804,0.0017068373,0.002184431
365,0.0038329891,0.002651948,0.0029232134
366,0.002174844,0.0031927892,0.0031673205
367,0.004079134,0.0018752619,0.0023451056
368,0.0025732815,0.002117616,0.003808231
369,0.0020085273,0.0022262596,0.0019537648
370,0.003433041,0.002238901,0.0022185324
371,0.0027674902,0.0017951519,0.0028814613
372,0.004201764,0.0017808503,0.002058133
373,0.0021921054,0.0029504765,0.0030333777
374,0.001983592,0.0032292423,0.0032471637
375,0.002055764,0.0016888815,0.0024814853
376,0.002683615,0.0037462616,0.0038154316
377,0.0051056026,0.00508538,0.0058165663
378,0.0019928985,0.0033569671,0.0017561187
379,0.0026428117,0.0020128773,0.0016384755
380,0.003880335,0.001388629,0.0014393999
381,0.0025629848,0.0026477163,0.0035715203
382,0.0031014127,0.001672813,0.003054903
383,0.004447869,0.002726137,0.0019361111
384,0.0020724623,0.0041996073,0.00532119
385,0.0011406348,0.0030197052,0.004105445
386,0.0012228797,0.0012180067,0.002335904
387,0.0025443067,0.0022333832,0.003394227
388,0.0052987197,0.0048859026,0.0035264841
389,0.002871361,0.0015287133,0.0025947124
390,0.0014238071,0.002430843,0.0040856865
391,0.0037270733,0.001963288,0.0021890495
392,0.0041220766,0.0042387005,0.0023682816
393,0.0019166582,0.0040272423,0.002034164
394,0.0050276592,0.0010549513,0.0021066486
395,0.0028828797,0.0028724945,0.0030626259
396,0.0031495907,0.0031731208,0.0015435328
397,0.003665609,0.0023980113,0.0018524413
398,0.003155006,0.0032916917,0.005431338
399,0.0034200267,0.0016979804,0.001955824
400,0.0022526463,0.0027439594,0.0030929209
401,0.0016325403,0.0019958587,0.0023618646
402,0.004067174,0.004190203,0.002624654
403,0.0013473852,0.002912216,0.0025535445
404,0.0051219338,0.002948386,0.002304074
405,0.002436171,0.0010708987,0.0023218817
406,0.0035537858,0.004484778,0.0023041125
407,0.0023865178,0.0019367872,0.0040110643
408,0.0027601556,0.0018558395,0.0029690852
409,0.0022362887,0.0026900058,0.0049892776
410,0.0024380502,0.002304033,0.0014449602
411,0.0033423807,0.0023468523,0.0021575708
412,0.0037273169,0.0024337643,0.0016451239
413,0.0038101408,0.0026795287,0.004293214
414,0.0027590347,0.0035463737,0.00429764
415,0.0027331263,0.0045714905,0.0007780527
416,0.0009550281,0.0021572015,0.0021232425
417,0.002208372,0.0029685127,0.0062200883
418,0.0029692855,0.0007744507,0.0043087434
419,0.004462816,0.0013549852,0.00051239366
420,0.0020331591,0.0023813918,0.003718129
421,0.002146397,0.004268372,0.0034418658
422,0.0011870314,0.0010924176,0.0029189675
423,0.002168934,0.0016915204,0.0026511173
424,0.003925331,0.002511208,0.0029961527
425,0.0016238708,0.0026228386,0.0028754394
426,0.0014366833,0.001188026,0.0027431059
427,0.004722319,0.0021982233,0.0030355863
428,0.0011727023,0.0033685882,0.004859649
429,0.002486541,0.0031959633,0.004291592
430,0.0024633128,0.001395252,0.0026135202
431,0.0018597128,0.0018189775,0.0050677406
432,0.0021156333,0.0021692638,0.010167312
433,0.0012409489,0.0022571594,0.0029459954
434,0.0011181731,0.0064058816,0.0065357615
435,0.001847421,0.005478569,0.0018022289
436,0.007758868,0.001593999,0.006514268
437,0.0020615987,0.0057888916,0.0027830033
438,0.0010041009,0.003960426,0.0015039953
439,0.0024173525,0.0029153633,0.0026541213
440,0.0031097003,0.0035579132,0.004213143
441,0.0052990606,0.0053062076,0.0033085505
442,0.0027661673,0.0036805538,0.005233228
443,0.0023913863,0.0020814207,0.004551497
444,0.0029585878,0.0026029712,0.0046605226
445,0.0031297007,0.0049510906,0.003246689
446,0.005476354,0.004864971,0.0012475536
447,0.006269744,0.004172693,0.0032382216
448,0.0066711637,0.0013946828,0.0027205255
449,0.0042266897,0.004339093,0.0034531537
450,0.0029728175,0.002349624,0.0028116037
451,0.0042412956,0.0054297354,0.0037014391
452,0.001333815,0.002294255,0.0026797755
453,0.0024953769,0.0041327383,0.005800709
454,0.0019082171,0.0025422017,0.0019035521
455,0.0020422435,0.0026076087,0.0029144215
456,0.0050007086,0.0016199024,0.003084597
457,0.0014679717,0.0028819386,0.003486338
458,0.007045499,0.002222936,0.0014207857
459,0.0030225727,0.004475535,0.0038386818
460,0.0015876163,0.006289013,0.0022717393
461,0.005692266,0.0024026835,0.00809725
462,0.006461529,0.0020826862,0.0038116912
463,0.002009115,0.0018158879,0.0017116724
464,0.0024622376,0.0034148307,0.008310737
465,0.00500632,0.0024500887,0.0072744787
466,0.002743561,0.001953911,0.004797206
467,0.0013564031,0.0022849382,0.0026446455
468,0.0029477603,0.00241786,0.0025444475
469,0.0072489446,0.0031221278,0.002227326
470,0.0018639892,0.0011649518,0.005834059
471,0.0026102928,0.002977022,0.003970748
472,0.0024272844,0.0015360366,0.0025253505
473,0.0026656748,0.003866663,0.0029562907
474,0.0030645644,0.0038873232,0.008099772
475,0.0021060677,0.0058704754,0.0027538612
476,0.0053862412,0.0029552188,0.0035518794
477,0.0034335072,0.0017476785,0.0012809869
478,0.002899665,0.004853182,0.0043506846
479,0.002919823,0.0039726878,0.0045570238
480,0.002293123,0.0021217747,0.0029395204
481,0.0039743083,0.002373453,0.0031390116
482,0.002953525,0.002423988,0.005024337
483,0.00559962,0.0054270644,0.007941764
484,0.0030627202,0.0009268534,0.0019310189
485,0.003686061,0.0043900665,0.0017647083
486,0.003411016,0.0047615785,0.00306454
487,0.0031598134,0.0037657314,0.005353282
488,0.0064627165,0.0016681079,0.0016002269
489,0.0031810824,0.0052743815,0.0031601726
490,0.007111193,0.004478257,0.003038431
491,0.003220231,0.0036943993,0.0024156433
492,0.0024717618,0.005900814,0.007984726
493,0.0051256274,0.004172054,0.002391876
494,0.0018731912,0.009156555,0.0027720865
495,0.0030643053,0.0029309862,0.0016420602
496,0.0030680457,0.0069274986,0.0045292946
497,0.0058517666,0.0022797738,0.0023264803
498,0.0045933723,0.008884628,0.004174685
499,0.0016607888,0.005773476,0.012355059
500,0.0015252333,0.0015804672,0.0041060187
501,0.0023546303,0.001996295,0.002310743
502,0.0045048352,0.0015981006,0.002812947
503,0.004471899,0.0073531372,0.004122366
504,0.0033673656,0.003527538,0.0073071113
505,0.0036896088,0.0040325182,0.0048471717
506,0.0025694435,0.0028112922,0.0016381829
507,0.0018635541,0.005459954,0.004543229
508,0.0020953733,0.0033325162,0.0051151626
509,0.0017822108,0.0019314464,0.0022222595
510,0.0048614284,0.0042159054,0.0048827804
511,0.0021291608,0.001992814,0.0011205813
512,0.0024059762,0.006665419,0.0028606039
513,0.0060972604,0.003503222,0.0048786635
514,0.0016711652,0.002446163,0.003192754
515,0.00094514055,0.0015415269,0.005013858
516,0.00251188,0.0045605754,0.0021166336
517,0.0025021122,0.0018335937,0.002535836
518,0.0038121922,0.002182474,0.0039008064
519,0.00316141,0.0061970083,0.0018330559
520,0.00202797,0.0019422837,0.0015825372
521,0.00259271,0.0033029998,0.004836463
522,0.00253057,0.003632306,0.0028985236
523,0.005260361,0.002701453,0.005060346
524,0.003945287,0.0044576023,0.003257427
525,0.0014018326,0.0024982784,0.002936366
526,0.0031515984,0.002156112,0.0012064871
527,0.0022927662,0.0019140202,0.0064007347
528,0.0038562135,0.0030732956,0.0074750828
529,0.0020039622,0.0028478843,0.0028725695
530,0.003220486,0.0013313077,0.0070365835
531,0.0023097661,0.001292697,0.002167617
532,0.0018683982,0.0026442306,0.0020677587
533,0.0024868348,0.0020692025,0.0016724283
534,0.0064088157,0.0023629153,0.0017546949
535,0.0011093857,0.0042915563,0.002843465
536,0.0024935731,0.0031705615,0.0012140613
537,0.003098864,0.0044880724,0.0021038563
538,0.0029401304,0.0021325538,0.0018143599
539,0.0035340653,0.001990483,0.0030098401
540,0.0042249025,0.002651534,0.002410058
541,0.0027685978,0.0031586578,0.0016216905
542,0.0037225492,0.002632763,0.0050036665
543,0.0019886028,0.0013468814,0.0038415194
544,0.0034653977,0.0024932916,0.0031502747
545,0.0028972034,0.0053262096,0.0034366804
546,0.0035811388,0.0017021388,0.0030639335
547,0.0014177627,0.0018934453,0.0024948805
548,0.0010179265,0.0013024285,0.00091920944
549,0.0014617896,0.003897435,0.00348764
550,0.0031704018,0.0015423277,0.003418841
551,0.0023025565,0.0017488926,0.001979377
552,0.0023519897,0.003019627,0.0031884639
553,0.001695421,0.0012671113,0.0013904286
554,0.0015148652,0.0017832463,0.003260158
555,0.0012674846,0.002429395,0.0019043437
556,0.0012263287,0.0015250894,0.0021039143
557,0.004122466,0.0016683401,0.0021940912
558,0.0031444107,0.0011864203,0.0024326441
559,0.0037655642,0.003743823,0.001165253
560,0.0022963379,0.0034844682,0.0013313738
561,0.0026320599,0.0013497103,0.0024835002
562,0.004386414,0.00086669286,0.0039932393
563,0.004481776,0.002984377,0.002291899
564,0.0019014946,0.0024236673,0.0013635919
565,0.00520128,0.004706225,0.0022437081
566,0.0026296964,0.0026679179,0.00438001
567,0.0017367008,0.003388023,0.0028026756
568,0.002878171,0.0017670225,0.0017800184
569,0.0020678788,0.0038038401,0.00395539
570,0.0021167896,0.0011471767,0.0023712795
571,0.0034915002,0.0031840836,0.0019180747
572,0.0031828862,0.0034908,0.0027692248
573,0.0013006085,0.004757878,0.0027069845
574,0.0019144854,0.0029632312,0.002289783
575,0.003270117,0.0017942333,0.002442074
576,0.0022997903,0.001718537,0.0047829477
577,0.0032519312,0.002826434,0.0028846131
578,0.0011879673,0.0049129035,0.001443428
579,0.0017068405,0.003966341,0.0028470992
580,0.003973336,0.003238346,0.0021547577
581,0.0030066092,0.0036286572,0.002886092
582,0.001873856,0.0013417588,0.0013875938
583,0.001808299,0.003385923,0.004149897
584,0.0015739587,0.0021711518,0.0014713891
585,0.0012738527,0.0023494242,0.0022822458
586,0.002380692,0.002817978,0.0016052017
587,0.0038462726,0.002384989,0.0021027895
588,0.0028288863,0.0025605597,0.0017008897
589,0.0033623055,0.002918251,0.001799552
590,0.002411105,0.002502773,0.0024163986
591,0.0032608323,0.0022436306,0.0028485474
592,0.0020409958,0.0033880214,0.0022125873
593,0.0017270455,0.0023732372,0.0035291812
594,0.0016164514,0.0036589846,0.0020553009
595,0.0023768337,0.0025167593,0.0019845176
596,0.0017224816,0.00045958802,0.0023332206
597,0.0021809512,0.0042878245,0.00135237
598,0.0016609472,0.0028803633,0.0015030002
599,0.0027907912,0.0011233964,0.002264629
600,0.0011330661,0.0017244378,0.004319558
601,0.0037341558,0.0023267686,0.0007775991
602,0.001754708,0.0021107043,0.002759262
603,0.0022184625,0.0019011345,0.002982708
604,0.0033571888,0.003932888,0.0031583726
605,0.0024090263,0.0013392873,0.0026317288
606,0.005987175,0.0015425044,0.0037582514
607,0.0048847357,0.00068963814,0.0014565829
608,0.0021478366,0.002431742,0.0028375334
609,0.0038482344,0.0027402334,0.003366502
610,0.004340387,0.0016942702,0.00097040716
611,0.0020548045,0.0020842387,0.0016803062
612,0.0011401982,0.0035415548,0.0033531664
613,0.0012078742,0.0030179238,0.0014862004
614,0.0029036077,0.0014063134,0.0017881973
615,0.001854726,0.0027688406,0.0039342553
616,0.0042725205,0.00260309,0.0023377915
617,0.0029096303,0.0017795651,0.0016781902
618,0.0018789605,0.002181319,0.0024337925
619,0.0019247279,0.002600183,0.0025141235
620,0.0012411096,0.0023476593,0.0032703294
621,0.0045892545,0.0018673037,0.0025474327
622,0.0038923468,0.0010920815,0.002018529
623,0.001679942,0.0027227397,0.0017965266
624,0.0014010353,0.0018933263,0.0035442053
625,0.002906081,0.0022219995,0.0013259142
626,0.0018398266,0.0037988836,0.0029080994
627,0.0017645903,0.002910391,0.0038765292
628,0.0053004604,0.0022817447,0.0016228377
629,0.0013861519,0.0016871539,0.0021844967
630,0.0026529562,0.0019427382,0.0018890221
631,0.0028028935,0.004257409,0.0021859691
632,0.0032877317,0.00068837916,0.0018321823
633,0.0014781986,0.0012874573,0.002003476
634,0.0015599418,0.0016527857,0.0017986561
635,0.0020015799,0.0008117404,0.0018859317
636,0.0021493016,0.002088945,0.0043689525
637,0.0016687874,0.0017941205,0.002637624
638,0.0015577355,0.0017365264,0.0020467716
639,0.003419542,0.0012902933,0.0007596011
640,0.003811249,0.0018592051,0.0025589736
641,0.001667304,0.0007846749,0.0018668578
642,0.0018668794,0.004344439,0.0013957984
643,0.001710468,0.0019534358,0.0013596676
644,0.0020936423,0.001499947,0.0014691788
645,0.0034504172,0.0014259956,0.0028100251
646,0.0024009978,0.0022350934,0.0023239036
647,0.0020548706,0.0009345177,0.002225754
648,0.0031138582,0.005704268,0.0020599647
649,0.0010639395,0.0015315001,0.00137245
650,0.0012670809,0.001614351,0.0023930562
651,0.0031062013,0.0013477423,0.0029721477
652,0.0020298238,0.0025588071,0.0018133501
653,0.0013924328,0.0025717777,0.0018680701
654,0.0013668905,0.0035314076,0.0017085208
655,0.0030896387,0.0021850062,0.0032223915
656,0.002934441,0.0014230809,0.0017318381
657,0.0014540724,0.0015186254,0.0017859199
658,0.0019158046,0.0013948127,0.00069809187
659,0.006611378,0.001415171,0.0023011155
660,0.0013517502,0.0034247253,0.0026970338
661,0.0021753313,0.0028942185,0.0040655117
662,0.0009958766,0.0027471278,0.0017489307
663,0.0026874766,0.0009413911,0.0014114735
664,0.0041838307,0.0029382778,0.0022231205
665,0.0017203956,0.001695912,0.0010775609
666,0.0011931539,0.0023431373,0.0012881297
667,0.0037114737,0.0020266767,0.00096104934
668,0.00092432427,0.0033344645,0.0013408385
669,0.0009658722,0.0026229382,0.0019440961
670,0.0020612483,0.0016363137,0.0017275021
671,0.0025199167,0.0014823762,0.0020417864
672,0.003274079,0.0006779734,0.0016281332
673,0.0008053855,0.002815207,0.0019656084
674,0.0021803041,0.0035011726,0.0021239866
675,0.0023576869,0.0018194474,0.002663808
676,0.002098215,0.0033268956,0.001521694
677,0.003350103,0.0031953692,0.0014794377
678,0.0022418867,0.0023129333,0.0018898718
679,0.0041451687,0.0020431946,0.0024575172
680,0.002116902,0.001067553,0.0017104839
681,0.0013447496,0.002484566,0.0027232284
682,0.0011413376,0.004071991,0.001134093
683,0.0022412012,0.0023117028,0.0018553538
684,0.002353873,0.0019902214,0.0027137178
