0,0.20755847,1.93231748551239e-06,1.1188519812594824e-06,1.9761143801677283e-06
1,0.13744737,4.217591470034521e-06,7.965000488966628e-07,1.8738250275836944e-06
2,0.1477172,1.935049872333467e-06,4.7312618942870836e-07,3.288145432224434e-06
3,0.2936274,2.3768339995792566e-06,1.168800909268338e-06,1.1353598884564315e-06
4,0.023776406,1.7848445347134383e-05,3.2349823230611023e-06,4.637948771101503e-06
5,0.4129468,7.721506182255582e-07,5.186504340886158e-07,2.0036811631015312e-06
6,0.33349818,8.707726232279978e-07,4.3032882193349386e-07,3.0295856601524586e-06
7,0.0856297,5.659621231625374e-06,1.093574062163997e-06,2.468389724481734e-06
8,0.31151322,1.1412644773419453e-06,2.5225379255343835e-07,2.073415623711458e-06
9,0.38118714,7.360495137957092e-07,4.2038552290300624e-07,2.7910159994992384e-06
10,0.4290023,5.861410819846879e-07,4.151693643367598e-07,2.7917711198783148e-06
11,0.29072565,1.3104136542073318e-06,8.590797273028597e-07,1.919772497860617e-06
12,0.3858401,8.387222885142506e-07,4.944955096175322e-07,2.101429140421021e-06
13,0.2609935,1.7369955436191975e-06,7.395124909987846e-07,1.631646918796743e-06
14,0.07742555,9.122396963359016e-06,1.9215096415474894e-06,2.4482899591352386e-06
15,0.39654276,6.847988468369168e-07,4.1206083866798307e-07,2.81115414222864e-06
16,0.14370358,3.876383905722436e-06,1.4937581832608578e-06,1.8558685979055437e-06
17,0.41126376,6.59625732802225e-07,4.369049961518431e-07,2.6371391659400518e-06
18,0.086073,2.909250571309265e-06,7.841860934576263e-07,3.7472955558852182e-06
19,0.43626538,9.095997248896988e-07,5.122850039976732e-07,1.4401793521946906e-06
20,0.08974862,2.895379936460563e-06,8.493647115667454e-07,3.5655143577529715e-06
21,0.31070763,1.379509084445799e-06,5.753148865832049e-07,1.6157871944744225e-06
22,0.2031146,1.7714401547543826e-06,4.3655284993622794e-07,2.2531241139432497e-06
23,0.52268404,1.2408790444327905e-06,4.855275894931438e-07,7.311671916103075e-07
24,0.13952169,3.131754334341451e-06,1.4118306535492446e-06,2.0883972011237114e-06
25,0.40343943,1.118125735468331e-06,5.870229910305974e-07,1.3262019489138066e-06
26,0.092529476,2.861744901524317e-06,8.619523582823744e-07,3.4808702478057542e-06
27,0.39129466,9.841532522402637e-07,3.1490929624506875e-07,1.6253056120096252e-06
28,0.023109363,1.8398025272849096e-05,3.287281060963347e-06,4.702025135986087e-06
29,0.022911683,1.858001514143542e-05,3.305778618979125e-06,4.721336690457446e-06
30,0.3454998,1.5846204932400764e-06,6.473937193532694e-07,1.2091107040491608e-06
31,0.15243258,2.5757204968204463e-06,1.2422099931349036e-06,2.1797154157547176e-06
32,0.36219043,9.310260908422602e-07,4.065898402370399e-07,2.0734521586628194e-06
33,0.17445476,2.0734772210074475e-06,8.807985888561794e-07,2.2895365406929744e-06
34,0.08616191,2.869592988261913e-06,7.416898653818721e-07,3.823147867859494e-06
35,0.010393183,3.0926657164407e-05,4.0754592797550295e-06,7.046531235356753e-06
36,0.34715378,1.568932148037176e-06,3.458340288022382e-07,1.21102476306311e-06
37,0.09605421,2.627929825431442e-06,6.18529069024903e-07,3.7734184985625444e-06
38,0.28907374,1.236877827318918e-06,2.671444668260214e-07,2.113852879717344e-06
39,0.45809963,1.8694587499949777e-06,6.117946734252883e-07,6.644516694324009e-07
40,0.12935229,4.3754659080381295e-06,8.248409685494347e-07,1.9450527616198382e-06
