0,0.46191758,5.55384620631442e-07,2.922904474512227e-07,2.2949320117281904e-06
1,0.4821149,6.435907269707108e-07,4.901536379934995e-07,1.6997713067933689e-06
2,0.46331823,1.3355439338699395e-06,3.297840883501639e-07,8.731705428359396e-07
3,0.37921464,1.8132939356441141e-06,3.980173147802323e-07,9.507660110817626e-07
4,0.528011,4.0045534253701356e-07,3.5354153165617485e-07,2.0368355212787722e-06
5,0.44370157,6.84805167235024e-07,6.085089376905175e-07,1.9593709724947307e-06
6,0.26943114,3.084713802405482e-06,1.067149952143528e-06,1.1195753528785182e-06
7,0.46756738,5.584763642458106e-07,3.690549265466728e-07,2.187324239483468e-06
8,0.45795843,6.359231148771633e-07,4.7532832045538127e-07,1.9761405988297472e-06
9,0.5568104,1.144171603667318e-06,4.3153350053949005e-07,6.851166481308966e-07
10,0.4751778,5.420030813855109e-07,4.6432760276557237e-07,2.153223610442469e-06
11,0.41392833,7.707730227937742e-07,3.941395888390798e-07,1.9966315879633187e-06
12,0.5122684,5.282116143673264e-07,4.113807189025444e-07,1.7665337148822463e-06
13,0.5679014,4.7493833895818357e-07,4.651909671773602e-07,1.4582288368262273e-06
14,0.39481732,8.322237149692831e-07,4.0938693326071974e-07,2.0073652351967016e-06
15,0.49826697,4.5065632808116186e-07,3.380685382921992e-07,2.2467934940095216e-06
16,0.27802396,2.986416813650887e-06,1.0475206038080633e-06,1.0939382340339298e-06
17,0.35126394,9.478703450194899e-07,4.0840466805392876e-07,2.1653589401438696e-06
18,0.28291988,1.3805830186186684e-06,4.861244058216158e-07,1.873522281330575e-06
19,0.41888663,8.919406332164141e-07,4.133805727652295e-07,1.6002199220261396e-06
20,0.47197118,4.975311250054795e-07,4.0740872482386633e-07,2.454443544006133e-06
21,0.46702227,5.577446562119322e-07,4.578221822837981e-07,2.1993707552920264e-06
22,0.53238624,3.860862718217126e-07,3.66449664289997e-07,2.035053981651998e-06
23,0.467746,6.820417442951369e-07,5.574290327368182e-07,1.7183841426058225e-06
24,0.2969876,1.0892688955627581e-06,4.308744083896217e-07,2.513826596167728e-06
25,0.5527564,3.3777392632320844e-07,3.765724853902351e-07,1.951803181807836e-06
26,0.5069129,3.995823255906527e-07,3.89480511157197e-07,2.3664924670180414e-06
27,0.49422574,5.856178661549191e-07,3.796591603303327e-07,1.7610697715869846e-06
28,0.29990658,1.1568459572237211e-06,4.171280055663922e-07,2.192912529508592e-06
29,0.47387627,5.164117512577728e-07,3.2657201153133226e-07,2.305993169000747e-06
30,0.3996177,1.0489250569645243e-06,4.349666305176897e-07,1.4474166771828528e-06
31,0.3952996,7.11478839962475e-07,3.643897988645953e-07,2.6256519244821225e-06
32,0.56864756,1.1507119314468906e-06,4.46690847266278e-07,6.437165815559098e-07
33,0.47121647,5.680340327042113e-07,5.362745173950294e-07,2.0893340288650754e-06
34,0.37907496,1.2946019045501557e-06,2.8523408291540995e-07,1.2653342919507142e-06
35,0.5117912,4.897884164978283e-07,4.564560742722117e-07,1.8992101776098124e-06
36,0.44018584,6.703958812756415e-07,4.226206488490274e-07,2.0617572223280994e-06
37,0.47528666,6.655563496238997e-07,5.266763239139302e-07,1.6978373838094478e-06
38,0.38053778,2.024108690510346e-06,7.397371821205326e-07,8.77656084220643e-07
39,0.51901364,4.685612837160013e-07,4.6620484196526966e-07,1.8936873188174682e-06
40,0.5547978,4.505398181022909e-07,4.393468293250508e-07,1.61023169819681e-06
41,0.4540473,1.213234135119204e-06,4.892052844057406e-07,9.929179477869282e-07
42,0.5370992,3.611354508854259e-07,4.2546585484585145e-07,2.0676276754147328e-06
43,0.4561683,1.3390642789310263e-06,3.695825721871574e-07,8.96684378793179e-07
44,0.446585,7.054379996447196e-07,4.4390277773788853e-07,1.8535085276421344e-06
45,0.5075618,5.735560642195527e-07,3.6722216236976957e-07,1.675474451960412e-06
46,0.43222207,1.0408602506416906e-06,3.167812768636755e-07,1.265333775981902e-06
47,0.473245,4.84612520546257e-07,5.132645069932521e-07,2.5132944008747684e-06
48,0.49800286,7.236068541377052e-07,3.717400036465324e-07,1.3942910130504747e-06
49,0.27171466,1.3598474560721912e-06,4.798941262233751e-07,2.0484403044273906e-06
50,0.5085077,5.486341201280945e-07,4.186308036729362e-07,1.7395863099266537e-06
51,0.29628962,1.2227670748565627e-06,4.3640092315527943e-07,2.0527242587344165e-06
52,0.50832254,3.788096544940475e-07,4.076517116560605e-07,2.456743960983764e-06
53,0.45044288,5.974181863878656e-07,3.785472809059883e-07,2.258466404331011e-06
54,0.27046603,1.3381212997644443e-06,4.714535792377806e-07,2.1158890678289003e-06
55,0.49666595,4.4651528355614526e-07,3.211954452972322e-07,2.2950032416148365e-06
56,0.46324024,5.821017978629996e-07,5.184484154090113e-07,2.1375134773466965e-06
57,0.43444598,6.881998033725782e-07,4.285007816871246e-07,2.062794901264409e-06
58,0.53347355,3.8203257307905687e-07,3.399647550797234e-07,2.0362891615214736e-06
