episode,total_reward,total_return
0,45.42552530579269,1736.3723734710366
1,49.68379205279052,1715.0810397360474
2,57.8214714997448,1674.392642501276
3,70.92297144699842,1608.885142765008
4,68.92005256051198,1618.8997371974401
5,74.22979003377259,1592.351049831137
6,84.26664641918615,1542.1667679040693
7,91.25472764950246,1507.2263617524877
8,109.61853769375011,1415.4073115312494
9,106.880234350916,1429.09882824542
10,113.12158071016893,1397.8920964491554
11,131.5326850535348,1305.836574732326
12,110.00347389187664,1413.4826305406168
13,127.14322113851085,1327.7838943074457
14,133.37025271961465,1296.6487364019267
15,138.6163899898529,1270.4180500507355
16,133.4212688333355,1296.3936558333226
17,153.8660696116276,1194.169651941862
18,134.0864891251549,1293.0675543742254
19,154.92892776429653,1188.8553611785173
20,154.40416148863733,1191.4791925568134
21,160.51534236501902,1160.9232881749049
22,160.17259952053428,1162.6370023973286
23,156.64965162519366,1180.2517418740317
24,163.0720058325678,1148.139970837161
25,170.18909424962476,1112.5545287518762
26,172.5419982546009,1100.7900087269954
27,177.51300857868046,1075.9349571065977
28,168.91911466885358,1118.904426655732
29,175.66650794167072,1085.1674602916464
30,174.77782278880477,1089.6108860559762
31,189.9757544323802,1013.621227838099
32,176.6216985718347,1080.3915071408264
33,179.63896032143384,1065.3051983928308
34,183.96140638366342,1043.692968081683
35,172.03593088220805,1103.3203455889598
36,181.2069780724123,1057.4651096379384
37,184.6985494857654,1040.007252571173
38,179.70182775333524,1064.9908612333238
39,188.64945284370333,1020.2527357814834
40,179.17849235329777,1067.6075382335111
41,184.44277072604746,1041.2861463697627
42,192.92468916159123,998.8765541920438
43,184.39157177135348,1041.5421411432326
44,183.1243182308972,1047.878408845514
45,185.94215695094317,1033.7892152452841
46,186.84470396395773,1029.2764801802114
47,187.5825620824471,1025.5871895877644
48,190.72654447425157,1009.8672776287422
49,189.06537225935608,1018.1731387032196
50,179.8382168347016,1064.308915826492
51,188.49792030546814,1021.0103984726593
52,179.26418644282967,1067.1790677858517
53,190.76815813826397,1009.6592093086801
54,188.9176050471142,1018.911974764429
55,193.59204752603546,995.5397623698227
56,190.12423056736588,1012.8788471631706
57,190.56083496566862,1010.6958251716569
58,190.76097442535684,1009.6951278732158
59,190.66163975559175,1010.1918012220412
60,200.23653407022357,962.3173296488822
61,191.8076399229467,1004.4618003852665
62,194.22871267050505,992.3564366474748
63,195.28210712503642,987.0894643748179
64,185.31494448613375,1036.9252775693312
65,195.16630021855235,987.6684989072382
66,192.78544597886503,999.5727701056749
67,193.00360885914415,998.4819557042792
68,176.65197895281017,1080.2401052359492
69,198.04991792701185,973.2504103649408
70,198.26677352143452,972.1661323928274
71,198.3914486002177,971.5427569989115
72,186.56461144797504,1030.6769427601248
73,195.97235175780952,983.6382412109524
74,195.10336407180876,987.9831796409562
75,201.27097739093006,957.1451130453497
76,199.42719606030732,966.3640196984634
77,191.10905107855797,1007.9547446072102
78,193.5428765253164,995.7856173734181
79,200.25408779876307,962.2295610061847
80,193.35787033010274,996.7106483494863
81,199.1669651484117,967.6651742579415
82,195.24480000138283,987.2759999930859
83,198.37209431873634,971.6395284063183
84,201.6269087502733,955.3654562486336
85,194.04516192851588,993.2741903574206
86,204.09335861355066,943.0332069322467
87,204.84055728605017,939.2972135697491
88,197.34859142731875,976.7570428634062
89,204.84623153321445,939.2688423339278
90,201.00287658534944,958.4856170732528
91,197.4566082879901,976.2169585600495
92,199.10905047226697,967.9547476386651
93,199.1505557447672,967.747221276164
94,205.75718930456787,934.7140534771606
95,210.38084985874593,911.5957507062703
96,193.84096987731755,994.2951506134123
97,200.15835542604327,962.7082228697836
98,200.60520911961794,960.4739544019103
99,201.68498927168548,955.0750536415726
