episode,total_reward,total_return
0,19.095286121591926,373.60471387840806
1,20.95771590480581,371.7422840951942
2,18.744592825882137,373.95540717411785
3,27.44580341409892,365.25419658590107
4,28.589533345773816,364.1104666542262
5,29.404937907122076,363.2950620928779
6,31.26123342756182,361.43876657243817
7,28.580402254126966,364.119597745873
8,45.43958088057116,347.26041911942883
9,49.986822087783366,342.7131779122166
10,65.3352426700294,327.3647573299706
11,71.7314602327533,320.9685397672467
12,71.64159805001691,321.0584019499831
13,76.23283670144156,316.46716329855843
14,72.18890833994374,320.51109166005625
15,73.36401865398511,319.3359813460149
16,74.5144575284794,318.1855424715206
17,74.31445249728858,318.3855475027114
18,73.54113790439442,319.15886209560557
19,77.72839230298996,314.97160769701003
20,75.58101239427924,317.11898760572075
21,78.35073399776593,314.34926600223406
22,79.63024354400113,313.06975645599886
23,81.57969466038048,311.1203053396195
24,84.3063173033297,308.3936826966703
25,83.74159716907889,308.9584028309211
26,84.88314563175663,307.81685436824336
27,85.39331995788962,307.3066800421104
28,88.42877435451373,304.27122564548625
29,89.65223880158737,303.0477611984126
30,81.2355501241982,311.4644498758018
31,92.59180023288354,300.10819976711645
32,77.4440149338916,315.2559850661084
33,90.96547453152016,301.73452546847983
34,87.48880804376677,305.2111919562332
35,107.17011158913374,285.52988841086625
36,107.63566632475704,285.06433367524295
37,105.56383639574051,287.1361636042595
38,107.8148412015289,284.8851587984711
39,102.55146882263944,290.14853117736055
40,107.3658075351268,285.3341924648732
41,102.22075604787096,290.479243952129
42,106.14608824020252,286.5539117597975
43,106.18256884813309,286.5174311518669
44,106.68205922096968,286.0179407790303
45,113.62507674423978,279.0749232557602
46,110.61472398182377,282.0852760181762
47,105.9115076046437,286.7884923953563
48,104.30553467338905,288.39446532661094
49,110.411021260079,282.288978739921
50,113.08736665919423,279.61263334080576
51,113.23593059042469,279.4640694095753
52,115.8103270623833,276.8896729376167
53,116.97326832870021,275.7267316712998
54,117.85707753617316,274.8429224638268
55,119.84913230640814,272.85086769359185
56,122.56334035750479,270.1366596424952
57,124.73420967860147,267.9657903213985
58,123.59713139245287,269.1028686075471
59,115.17406697710976,277.52593302289023
60,124.95956143410876,267.7404385658912
61,123.06735826283693,269.63264173716306
62,115.01717939833179,277.6828206016682
63,113.30662595899776,279.39337404100223
64,114.00429895054549,278.6957010494545
65,116.07123161293566,276.6287683870643
66,115.45051933825016,277.2494806617498
67,114.21855288557708,278.4814471144229
68,112.06944214785472,280.6305578521453
69,114.35188778815791,278.3481122118421
70,112.11023242538795,280.58976757461204
71,115.29994655586779,277.4000534441322
72,112.78648231271654,279.91351768728344
73,114.90755257662386,277.79244742337613
74,129.18751880619675,263.51248119380324
75,133.26589583233,259.43410416767
76,132.69329619733617,260.0067038026638
77,128.25843341834843,264.44156658165156
78,130.15613103704527,262.5438689629547
79,132.27622850518674,260.42377149481325
80,120.78543033776805,271.91456966223194
81,125.98576715029776,266.7142328497022
82,123.0215891553089,269.6784108446911
83,125.63698857370764,267.06301142629235
84,127.8994146194309,264.8005853805691
85,123.3340158732608,269.3659841267392
86,123.79652273282409,268.9034772671759
87,124.6981471334584,268.0018528665416
88,123.13910157931969,269.5608984206803
89,126.90851813787594,265.79148186212404
90,124.6134942797944,268.0865057202056
91,122.69228707719594,270.00771292280405
92,126.99014266906306,265.7098573309369
93,126.05150186084211,266.6484981391579
94,135.29920214088634,257.40079785911365
95,139.0533100045286,253.64668999547138
96,133.65335018513724,259.04664981486275
97,138.7582098194398,253.9417901805602
98,145.0754651806783,247.6245348193217
99,143.3716570744291,249.3283429255709
