step,td_loss_agent0,td_loss_agent1,td_loss_agent2,td_loss_agent3,td_loss_agent4
76,2.1665604,2.5900693,2.1671762,1.9496765,0.8615796
77,1.4305063,1.710428,2.1731343,2.5093575,1.9197661
78,1.3871595,2.2450194,1.7053292,2.3345785,1.6469553
79,1.8729041,1.8753418,1.9129473,2.669442,1.7444462
80,1.1182876,1.4999077,1.5522902,1.8502244,1.126667
81,1.8598447,2.2692578,1.4195926,1.8943583,2.1175668
82,1.6588376,1.5355374,2.5806246,2.4852846,1.4017427
83,1.9657421,1.3457544,2.879663,2.426338,1.9102013
84,1.2477489,2.1532886,2.0755808,2.9918847,1.0097126
85,1.6795945,2.3268874,1.2566068,2.1181893,2.0843983
86,1.6552043,1.4894419,1.9870195,2.1217735,1.3666601
87,2.7162263,2.1713376,2.4833598,1.3294013,1.7762661
88,1.383738,1.787992,2.0782287,1.1648827,1.6788697
89,1.6966443,2.4267383,2.323987,1.5488505,1.557277
90,0.8434032,1.1723527,1.8205496,0.8169868,0.6153592
91,1.7802806,1.9782333,1.546704,1.5325499,0.8778579
92,1.984607,2.0689585,0.9408612,3.1354296,1.3828372
93,1.6273012,2.6215787,2.4618523,2.2516322,0.6789123
94,1.8977683,2.0231931,2.6299925,1.8577849,2.300617
95,0.9259819,2.78391,1.0081257,0.81071806,1.676011
96,1.1901219,1.9690193,1.710145,2.301082,1.6522079
97,1.7392638,1.8314157,1.8791603,2.6188302,1.2480295
98,2.3537507,2.1199865,1.6476483,1.0201687,0.32208654
99,1.8013177,1.064068,1.9997789,1.680481,1.1765012
100,2.4708312,1.0990224,1.5548301,1.8648686,1.7664976
101,1.1323551,2.2074025,2.1861572,1.9296391,0.56813955
102,1.6440346,1.8581469,2.9427843,0.6386615,2.2835522
103,1.0359511,1.9317529,2.225823,2.180241,1.6705898
104,1.7010244,1.281682,1.3049712,1.1063242,1.7086519
105,1.3342769,0.7838942,1.955159,1.645499,0.81072927
106,1.098392,1.252522,1.1227728,1.3823874,2.000596
107,0.9551605,1.5051503,3.192687,1.8805573,0.35929054
108,0.72282517,1.9672396,1.5313721,1.3631237,0.5664776
109,1.3468277,1.703403,1.7240723,1.4423535,1.1536958
110,0.6873893,1.2382804,1.2267818,1.3492268,2.2303247
111,1.3443149,0.5414431,1.6982068,0.9079331,1.3853124
112,1.9881418,0.736952,1.9123019,1.0938933,1.2814343
113,1.0654624,1.1871178,1.1534327,1.4400909,0.894278
114,2.4250326,2.1311934,1.4322727,1.2946036,0.19175874
115,1.2444078,1.6271119,1.7312906,1.3439186,1.1553425
116,2.3809586,0.7730768,1.0742822,0.91289705,1.5019513
117,0.6828087,0.74762726,2.5670738,2.3445542,1.297121
118,0.544587,0.616907,1.8379648,1.8187057,3.8647358
119,1.3918351,1.9395037,1.1661874,1.9377267,1.6015637
120,2.4212232,1.2373136,1.9583184,1.1012313,1.146759
121,1.3424623,2.0883543,1.917808,1.3587303,1.5107546
122,1.9747055,0.94388735,1.6907542,0.84530777,1.3000954
123,1.806514,1.3817472,0.99925256,1.3145937,1.641021
124,0.6645702,1.4597137,0.9602047,1.2202606,1.0153742
125,1.280726,1.2830658,1.4479442,0.8063692,0.63416517
126,1.1488068,0.567738,1.0437087,0.51532316,0.86563313
127,1.6021564,1.391006,1.0033629,0.5365957,1.4895597
128,0.91055804,1.2212079,0.823388,0.56224364,2.3374665
129,1.2084494,1.2329732,1.1742842,0.7685431,1.0734079
130,0.64137554,1.0908792,1.1481668,0.988036,1.7836428
131,1.080453,1.0479019,0.9153194,0.643373,1.2309387
132,0.7603843,1.1885018,1.1131973,0.95646256,0.37571064
133,1.6419252,0.86306983,0.7912965,1.043428,0.8238249
134,1.8216238,1.3078929,0.95346206,0.6286831,2.3396103
135,0.26178783,1.6112752,0.9154891,1.0417452,1.8459232
136,1.5362607,1.2781808,0.4750092,0.6727839,0.90472853
137,1.3824689,1.3429055,0.8266422,1.0115559,1.4290885
138,1.3411684,1.0610268,0.38338494,0.7000503,1.6619692
139,1.493109,0.80285484,0.90280557,1.1396646,1.4392574
140,1.3831718,0.71225196,0.6832602,0.9797727,0.58885765
141,0.6694807,1.5224787,0.6197444,1.1440991,1.1906683
142,0.6438298,1.3636559,0.8192238,0.60947394,1.6512125
143,0.81227493,0.89413196,0.3327258,1.2115742,0.24044709
144,1.3567086,0.98670053,0.91575456,0.20620143,1.0737078
145,1.4943388,1.8129578,0.5718773,0.71659756,1.7242922
146,0.7443116,0.938112,0.475146,0.29617244,1.4657975
147,0.67964554,0.96939635,0.38640678,0.2580263,0.8172751
148,0.86555815,0.83452046,0.5445199,0.23509052,1.2816532
149,0.6745311,0.95027566,0.5204229,1.3681207,0.75286543
150,0.9478569,0.7964958,0.35200852,0.5429952,0.78274345
151,0.8265602,1.477425,0.5906457,0.81294113,0.9944847
152,0.80828965,0.808656,0.6177553,0.800824,1.5295273
153,0.5569039,0.7703137,0.5801721,0.6537389,1.0636033
154,0.89421445,1.3562315,0.34424835,0.87513196,0.9877415
155,1.2052228,1.2127674,0.5035271,0.80587685,0.7080553
156,0.64491695,0.7555994,0.40636533,0.6667949,0.9188274
157,1.0677816,0.85910165,0.4788612,0.54279745,0.7595396
158,0.38330185,0.3859982,0.41149223,0.70766747,1.4960558
159,0.561311,0.61468625,0.62637526,0.8054633,1.2149898
160,1.2708409,0.8712137,0.48760623,0.6820727,0.5430991
161,0.7891329,0.91348255,0.5280305,0.7094059,1.0830264
162,0.967179,0.43278578,0.4038264,0.6436582,0.7127516
163,0.5751515,0.83960533,0.26415822,0.31379947,1.1230588
164,0.92701125,0.61346656,0.5002278,1.1482811,0.960147
165,0.46825868,0.4892056,0.53794265,0.55182886,0.73585355
166,0.9161427,1.1343638,0.27705467,0.84333193,1.1660616
167,0.88057685,0.46089703,0.13008206,1.1355734,1.0246878
168,0.67490286,0.9045559,0.42934608,0.81341064,0.30757228
169,0.60941887,0.79437643,0.12388157,0.50842863,1.044952
170,0.32656753,0.9206926,0.38044602,0.61087024,0.95469177
171,0.41140467,0.885275,0.3730789,0.4517919,0.7909892
172,0.3728196,0.5302903,0.34066752,0.71064675,1.3604966
173,0.85667247,0.4952222,0.34979004,0.712656,0.52388376
174,0.80987346,0.4178858,0.1427946,0.706326,0.9727073
175,0.4877174,0.16924435,0.16237864,0.8046782,0.74740183
176,0.7703879,0.7076857,0.14667511,0.28026107,0.86795455
177,0.3899806,0.9816755,0.30388802,0.3786099,0.8687009
178,0.74751467,0.79991794,0.18505281,0.59664977,0.5646902
179,0.43828675,0.7767792,0.26947287,0.4719545,1.0442244
180,0.7598269,0.46736848,0.19797741,0.57347625,1.0865033
181,0.6132434,0.5156167,0.18585458,0.53328854,0.8661189
182,0.44997472,0.4055521,0.17456749,0.40768576,1.1462592
183,0.48800915,0.6836114,0.22440551,0.43757075,0.5730451
184,0.51158464,0.1491112,0.25166178,0.42661864,0.56929195
185,0.49263132,0.33745778,0.16851164,0.76970184,0.95525336
186,0.61889637,0.97826076,0.23580258,0.22181746,0.61768913
187,0.5128776,0.28438333,0.10659389,0.8571394,1.0123489
188,0.76603734,0.6195797,0.097494215,0.56887174,1.070228
189,0.3089734,0.46398175,0.16311172,0.25543925,0.8417413
190,0.33021647,0.7585289,0.07587143,0.33810404,0.35162583
191,0.34631997,0.32290915,0.07159096,0.27025133,0.20858315
192,0.251845,0.22877519,0.0818414,0.55991966,0.5278288
193,0.26608104,0.4780665,0.12489982,0.3789373,0.66190374
194,0.4760195,0.5833125,0.08644959,0.5454196,0.5097207
195,0.37438864,0.4699126,0.09258066,0.2346561,0.6957053
196,0.32176143,0.57647586,0.10683285,0.6360364,0.45315188
197,0.32589498,0.2973013,0.06463425,0.7570621,0.5590016
198,0.21906698,0.41462222,0.059994023,0.23774067,0.93758404
199,0.29314995,0.40605408,0.10544102,0.17511198,0.25942868
200,0.25067368,0.2702682,0.057932034,0.33602458,0.6233804
201,0.23817277,0.22476816,0.056101568,0.5840491,0.64439493
202,0.40182263,0.29184976,0.054025773,0.4845053,0.4507443
203,0.44025514,0.4498943,0.03963931,0.33165783,1.094012
204,0.19480029,0.13941385,0.04868812,0.37858224,0.6003777
205,0.20500636,0.20257986,0.028449222,0.48407674,0.37890327
206,0.27194262,0.15612619,0.02276941,0.25660244,0.24511132
207,0.33503646,0.26311576,0.02201489,0.5397937,0.4261619
208,0.23694946,0.103743196,0.016202103,0.43181017,0.5766235
209,0.2245342,0.51362413,0.030889155,0.19303091,0.5398078
210,0.1455522,0.36483034,0.03168009,0.29859018,0.63883936
211,0.1859951,0.17859772,0.0351066,0.44876617,0.3360051
212,0.21526906,0.38407087,0.041390583,0.32605833,0.35475928
213,0.16240153,0.21950434,0.025527857,0.47213727,0.3012756
214,0.19214976,0.33729136,0.033872828,0.18049306,0.529933
215,0.26098815,0.22147211,0.03336598,0.23685506,0.5697055
216,0.16281897,0.2629679,0.019529793,0.25813043,0.40184775
217,0.11382164,0.30775774,0.015454287,0.25150105,0.25598451
218,0.078672945,0.2143248,0.022243528,0.11879146,0.16599083
219,0.18855461,0.25133532,0.0105238315,0.19814217,0.28015316
220,0.17565905,0.2596872,0.01593866,0.21046215,0.4498099
221,0.19384968,0.13706931,0.010599617,0.1280596,0.15675096
222,0.06674974,0.108237095,0.012685962,0.23111074,0.17504857
223,0.21511555,0.22077711,0.009197495,0.2654841,0.45619363
224,0.29686525,0.2164213,0.011832494,0.16950378,0.38671142
225,0.26819324,0.23520318,0.0069786943,0.19000533,0.09293943
226,0.0878223,0.201193,0.0072066407,0.19036248,0.27657086
227,0.12960458,0.21276474,0.006193778,0.12881437,0.22321829
228,0.08660155,0.25420654,0.010158125,0.114356026,0.19261944
229,0.1259735,0.16429907,0.006832172,0.123724185,0.24412182
230,0.11533243,0.14679864,0.006293569,0.089465916,0.24897511
231,0.08000006,0.17115635,0.0073544793,0.19353467,0.24674915
232,0.09083888,0.22021711,0.0035933293,0.2910021,0.20880865
233,0.117191665,0.1357537,0.008185845,0.11737762,0.2675175
234,0.11397559,0.14458105,0.008712063,0.090294786,0.13860585
235,0.10755268,0.15126798,0.0046869465,0.17841026,0.06661726
236,0.07164353,0.052454956,0.0072440826,0.17678036,0.28313276
237,0.105475344,0.20827278,0.008968995,0.42110622,0.2153506
238,0.057509147,0.25563666,0.0045771636,0.21525952,0.22591412
239,0.08426787,0.14944267,0.00271582,0.37047428,0.25527862
240,0.12164524,0.15249763,0.008660212,0.1412383,0.18554325
241,0.06413927,0.11405969,0.0064693997,0.15877673,0.15409863
242,0.07056419,0.14892995,0.009466105,0.14676444,0.27905864
243,0.07074459,0.12350078,0.0062254947,0.27832207,0.17215659
244,0.04768587,0.15731856,0.006221095,0.35031784,0.29685342
245,0.044891708,0.10827224,0.010925937,0.102507204,0.08859241
246,0.045650553,0.10800009,0.005870722,0.25816593,0.21282187
247,0.02954521,0.13859385,0.0035254909,0.2691913,0.19987623
248,0.046241008,0.121030904,0.0062978794,0.2054757,0.14923075
249,0.029741418,0.058239445,0.011082113,0.20015302,0.14762469
250,0.03613457,0.16888395,0.005401352,0.08620935,0.2035123
251,0.030388642,0.14888799,0.0035549232,0.13890082,0.13784595
252,0.029161293,0.15052867,0.0077274563,0.35262722,0.07276207
253,0.034206964,0.16415563,0.00536409,0.14702295,0.12223604
254,0.02990124,0.13212998,0.005703846,0.06970753,0.10570074
255,0.036395922,0.07162392,0.0072637815,0.046117388,0.21930489
256,0.021659931,0.067802556,0.009142924,0.0497728,0.06288631
257,0.02235002,0.07722397,0.007417369,0.087757215,0.11216952
258,0.013545386,0.100893214,0.0068500754,0.098925486,0.102875516
259,0.01663869,0.055334076,0.0044457302,0.21187301,0.088823855
260,0.013295932,0.082490556,0.0037613935,0.15330884,0.058394648
261,0.012761738,0.060531892,0.0080428105,0.16003804,0.05086671
262,0.014729969,0.19378515,0.004132684,0.070835024,0.083773255
263,0.011551958,0.050313845,0.008609904,0.20189872,0.041586652
264,0.011439995,0.10163823,0.006407081,0.14011385,0.048757445
265,0.012310908,0.16130179,0.005437939,0.10618572,0.088043824
266,0.012171348,0.07657234,0.006332917,0.09887713,0.029194068
267,0.013404788,0.06580785,0.004817028,0.062237196,0.044035655
268,0.006956145,0.07726769,0.0056957267,0.13308367,0.051404484
269,0.013148875,0.06733919,0.0030504223,0.062266797,0.07770936
270,0.010729797,0.061019726,0.0044473177,0.11808163,0.07759139
271,0.007865835,0.06620398,0.004100464,0.1085581,0.03313597
272,0.0076112207,0.07574606,0.004486824,0.06415169,0.035599094
273,0.005453435,0.08285877,0.006455995,0.09154862,0.025075521
274,0.011106674,0.066149265,0.009744314,0.11443244,0.03641536
275,0.0036257252,0.06297512,0.0053295936,0.122727975,0.034756698
276,0.0067815874,0.03503687,0.0038068157,0.09011826,0.013178396
277,0.010017807,0.0661504,0.010148255,0.14246877,0.04836481
278,0.0063935993,0.05915694,0.0020947228,0.17168348,0.048900515
279,0.0063845767,0.06863006,0.0037600184,0.10438606,0.014977623
280,0.0042247977,0.05814068,0.008653797,0.09213318,0.035341993
281,0.004990126,0.046444476,0.005928905,0.092955366,0.013019137
282,0.0057375305,0.048884943,0.0041857073,0.0654152,0.016741972
283,0.0035113916,0.05803128,0.0029587569,0.10116569,0.02747479
284,0.009885902,0.07275863,0.0035625002,0.123622805,0.036088392
285,0.007700586,0.03613378,0.007814497,0.09816237,0.022684107
286,0.008397,0.050649308,0.0060213706,0.056319516,0.021983443
287,0.0058101,0.054483134,0.004967852,0.07169767,0.017224379
288,0.008392695,0.03334044,0.0035747914,0.08768077,0.0151096955
289,0.008659347,0.053286895,0.0040866993,0.045562662,0.015913274
290,0.0037320345,0.049945705,0.005019903,0.08241135,0.01813011
291,0.0032202327,0.020068465,0.006961737,0.041503184,0.014285298
292,0.009901991,0.056984223,0.0038138765,0.063185304,0.022609543
293,0.0035052188,0.04253289,0.0057507083,0.025776524,0.012468459
294,0.006076918,0.058894493,0.010386295,0.028080083,0.015475716
295,0.009460803,0.020560008,0.0081663,0.062285095,0.013138149
296,0.0048893737,0.04231002,0.004067431,0.045627415,0.013958501
297,0.008245772,0.037150033,0.0039445027,0.06485987,0.0104470365
298,0.010010017,0.040505677,0.0065042884,0.08570837,0.013851678
299,0.0063152416,0.024852345,0.0074297288,0.05595816,0.009289982
300,0.0033099554,0.015216801,0.004529794,0.070710585,0.017388113
301,0.00566194,0.02838381,0.0047135088,0.08289876,0.013848214
302,0.005062011,0.018832095,0.004960687,0.072190516,0.00903217
303,0.006182494,0.016609835,0.0045179566,0.07834025,0.01956058
304,0.0052635623,0.031680454,0.0034726234,0.050927803,0.011072062
305,0.0054726023,0.023017403,0.006580849,0.031973407,0.005909189
306,0.0069399346,0.030750334,0.006556232,0.022252876,0.011258258
307,0.00542073,0.030044515,0.0030519748,0.014153589,0.005694419
308,0.0028171567,0.022986721,0.0039381227,0.037935257,0.00978031
309,0.0030185618,0.031940103,0.0058335885,0.035754878,0.008688811
310,0.0049972525,0.028484616,0.0029164925,0.052369356,0.009536058
311,0.0037614265,0.015438115,0.005427144,0.08346888,0.011534852
312,0.005648315,0.014104815,0.0047378084,0.053211607,0.008217104
313,0.006532002,0.013339929,0.0066936184,0.030356368,0.014400251
314,0.0080323685,0.017495038,0.007574827,0.052860163,0.006800317
315,0.005338625,0.018572943,0.004453047,0.06270772,0.009041117
316,0.0037871376,0.013400469,0.006081258,0.040252373,0.007880215
317,0.0068436014,0.016518794,0.0071158623,0.070430785,0.0063493853
318,0.002924805,0.016017552,0.0053458866,0.025013003,0.009774357
319,0.006463662,0.012596464,0.0051408224,0.033878308,0.0067007598
320,0.0061451937,0.012792166,0.006490196,0.048102267,0.012828405
321,0.0052515967,0.022324322,0.0050989967,0.04646098,0.00633705
322,0.00440835,0.010027073,0.0056097633,0.030910604,0.008793796
323,0.006259075,0.014292891,0.006015086,0.04481154,0.005609972
324,0.0077774264,0.011253944,0.0060113906,0.030958038,0.006626823
325,0.0036313182,0.009691041,0.0060537863,0.027354509,0.0062186257
326,0.006407047,0.010601062,0.0061438167,0.01476071,0.008220088
327,0.0027037764,0.010999603,0.0040996317,0.026855754,0.00560829
328,0.0066395593,0.008186204,0.0088060815,0.041284073,0.0072858264
329,0.003362143,0.014410521,0.00616422,0.0139265265,0.0037601418
330,0.005993881,0.010744637,0.0035537935,0.05403903,0.0060172165
331,0.0060448693,0.008268542,0.0043353885,0.017539125,0.004167212
332,0.0057620476,0.014091379,0.0062582446,0.016225617,0.0044011883
333,0.0035258275,0.010258243,0.005093032,0.010512205,0.0068103694
334,0.00406745,0.012868008,0.0038134586,0.037140023,0.0042602713
335,0.0035411397,0.009903422,0.006450694,0.030444903,0.0036095753
336,0.0065826457,0.007683887,0.0031946956,0.022204425,0.0039358875
337,0.004298901,0.0072611864,0.0047762305,0.036830477,0.004771982
338,0.003910758,0.0066167032,0.005244626,0.02179021,0.009973565
339,0.007378452,0.0064440267,0.0047838227,0.021273011,0.0041877995
340,0.007224039,0.0062486674,0.00652228,0.03264631,0.006389085
341,0.010196438,0.011081856,0.004260692,0.03157741,0.003077828
342,0.003663716,0.009557312,0.0025736454,0.010124477,0.005052386
343,0.002771791,0.009101871,0.0051543154,0.02197621,0.00362838
344,0.0031614301,0.009577952,0.00839026,0.019349037,0.0059362296
345,0.0036295792,0.007841393,0.003692349,0.025958676,0.0038986118
346,0.0064925775,0.010809031,0.003991133,0.02451284,0.0064480086
347,0.004165236,0.0044201603,0.003561806,0.024137111,0.0035624201
348,0.0031090947,0.0071187858,0.004829269,0.013249758,0.0039560506
349,0.0044011762,0.007940768,0.004165256,0.018500244,0.006911728
350,0.004492759,0.007998341,0.00609419,0.01287076,0.0034974823
351,0.0035583929,0.010082405,0.0065063257,0.03564989,0.001588448
352,0.0033385886,0.01059947,0.0039672623,0.012008731,0.00551466
353,0.0062256,0.010431822,0.0026368913,0.025192048,0.004559739
354,0.004503349,0.0076070568,0.0063812924,0.018204557,0.0032706186
355,0.0051955283,0.00542289,0.0071010366,0.015670093,0.006386592
356,0.0052729035,0.006937206,0.0059739007,0.019843874,0.005250423
357,0.008009156,0.011596627,0.0065068756,0.0074469093,0.0062795626
358,0.008515448,0.007844759,0.0066497987,0.013753617,0.005001966
359,0.0045122807,0.0043846807,0.0026123335,0.013990525,0.002894637
360,0.0060794493,0.0076160925,0.0018446759,0.026298722,0.0068253903
361,0.005124282,0.0080266055,0.00804347,0.013940879,0.0030734316
362,0.005903237,0.005513776,0.0026340326,0.025333911,0.005371586
363,0.012646285,0.008924227,0.0046136216,0.019778702,0.0039326553
364,0.0047201896,0.0067611383,0.005475564,0.009670484,0.0031845607
365,0.0042834356,0.004853279,0.004980084,0.016992163,0.004255549
366,0.0073715425,0.003784954,0.001947663,0.018390022,0.0034769098
367,0.0049052304,0.005994171,0.0029921778,0.021181354,0.0028507719
368,0.008414216,0.006193529,0.0026200726,0.01187631,0.0060457597
369,0.0050149807,0.009470624,0.003025207,0.016562697,0.0038979985
370,0.004931739,0.0064293463,0.0057226103,0.008294142,0.004440313
371,0.0068744095,0.005307267,0.004413228,0.010198774,0.0033752092
372,0.008249342,0.007544441,0.0035989492,0.0123247225,0.0033655786
373,0.0052075125,0.008733826,0.006783805,0.012254982,0.0062303273
374,0.0052830987,0.0063481447,0.0054371823,0.011081602,0.002479769
375,0.0045037977,0.00401832,0.004993786,0.012643892,0.003284938
376,0.009931438,0.0083759725,0.005251391,0.01940989,0.0035558473
377,0.0060854913,0.005552642,0.005013787,0.011600293,0.0035926267
378,0.0061436426,0.0042599235,0.0037934582,0.014541015,0.00342024
379,0.005818225,0.006642463,0.0065615335,0.023332585,0.004704713
380,0.0029141968,0.0057044355,0.0041418206,0.009923929,0.003765841
381,0.0066625746,0.0049199155,0.006068459,0.025917519,0.0058592167
382,0.006037987,0.00842701,0.004261396,0.018886002,0.0046865297
383,0.0041300952,0.00641785,0.0019747785,0.015175277,0.005637064
384,0.0073140115,0.013652979,0.003895092,0.011193314,0.0066771954
385,0.0052098613,0.0026083277,0.0022430536,0.015366584,0.0070616603
386,0.009138823,0.007077923,0.0025505605,0.0070214774,0.0022882882
387,0.005944241,0.004045759,0.00751204,0.014241831,0.0029063204
388,0.004043882,0.007311859,0.0038861278,0.017980833,0.0058336454
389,0.0057951384,0.004375808,0.0033575497,0.014743939,0.0034065368
390,0.0034044846,0.012124438,0.0046714833,0.016385939,0.0040883827
391,0.004560346,0.0034990895,0.004426063,0.013237326,0.004441334
392,0.0031320024,0.007044358,0.0050156326,0.0150193395,0.003387024
393,0.01066924,0.0031187008,0.006030226,0.016600903,0.004299327
394,0.0040755426,0.0047239615,0.0043328805,0.009680156,0.0022510025
395,0.0046623056,0.0087601775,0.0051588994,0.0063393433,0.0067002135
396,0.006728422,0.007021295,0.006040704,0.0076572886,0.0041126786
397,0.0038560873,0.0046643615,0.0022554556,0.013985543,0.0067797205
398,0.00207189,0.0050642844,0.0021326938,0.013227633,0.0038628795
399,0.007671256,0.005403634,0.0036037276,0.010243047,0.0071817245
400,0.0033443407,0.0023495918,0.0041253166,0.00904903,0.003302943
401,0.0048000226,0.0075551644,0.006052049,0.01606363,0.0047006584
402,0.0036386703,0.006169604,0.0048561855,0.008648064,0.0048064524
403,0.0042866063,0.0038004797,0.0058069564,0.020897608,0.0036997471
404,0.003519862,0.003068825,0.006164792,0.009279739,0.0058841677
405,0.005718639,0.005194167,0.005977696,0.015372467,0.005634884
406,0.0076901778,0.004282807,0.0017551577,0.00962246,0.0061047836
407,0.0061077313,0.004943847,0.0063932096,0.012320702,0.005424298
408,0.005686515,0.0040948577,0.004889338,0.013608675,0.0034362578
409,0.0033416252,0.0060982276,0.006423855,0.009494511,0.006382917
410,0.00550727,0.006870129,0.005573971,0.01533265,0.0037049109
411,0.005363687,0.008642116,0.0040923664,0.008605937,0.0019267322
412,0.0021313478,0.0024344823,0.0053380225,0.0075217625,0.0044245617
413,0.0044415696,0.004714775,0.004581736,0.0143708205,0.004871957
414,0.0034941765,0.007592639,0.0029757936,0.014225207,0.0028796282
415,0.002887385,0.0050964938,0.0059662797,0.011078047,0.0031885607
416,0.0052672513,0.0052913,0.0035066744,0.011770356,0.003923213
417,0.004260132,0.006061361,0.00364128,0.0062184026,0.0036514401
418,0.003283083,0.0042590746,0.005490142,0.013672087,0.0065885754
419,0.0053145513,0.0032732456,0.0058021145,0.009856874,0.0033421707
420,0.0036084638,0.007443377,0.00095345615,0.0053456137,0.002283448
421,0.0025122818,0.00783727,0.0048333094,0.009524453,0.0065383017
422,0.0045475867,0.0017196051,0.005481733,0.015566305,0.0030131852
423,0.005348483,0.006402675,0.005432994,0.007953456,0.005597574
424,0.004347593,0.0030545122,0.0048052855,0.0049452465,0.0036507258
425,0.0065791905,0.006495055,0.004017883,0.007848054,0.0026834044
426,0.0064557577,0.0055261794,0.0028477618,0.0064061247,0.00538419
427,0.0033386177,0.0046469974,0.0037302398,0.008934386,0.002384094
428,0.0057062153,0.005024462,0.0061489185,0.011543792,0.006938574
429,0.0049746726,0.0019718376,0.0034750705,0.01056136,0.0027730525
430,0.0065803314,0.0052377097,0.005559504,0.010561316,0.0077904547
431,0.0024402777,0.004709885,0.0067033325,0.0069498876,0.00444886
432,0.0075352695,0.0046087913,0.0018156683,0.0068062427,0.0057379436
433,0.008425279,0.0044064736,0.005932968,0.011698778,0.0054423967
434,0.0034576247,0.009237982,0.010027517,0.009332456,0.003202374
435,0.0043267477,0.0051600533,0.009804674,0.007456638,0.0056847157
436,0.006557158,0.006390103,0.007263731,0.00706146,0.0060770377
437,0.0045416215,0.0066032205,0.0047698105,0.0071719903,0.0023576422
438,0.008828797,0.0054286784,0.010853978,0.0068038744,0.0055801366
439,0.0025328833,0.0034660618,0.0071137566,0.0066360957,0.0033733067
440,0.0043684137,0.008495007,0.002504866,0.008413617,0.004947946
441,0.007511831,0.0046407296,0.0048623914,0.0055393996,0.003301225
442,0.0071714856,0.0043913163,0.0026406408,0.005740056,0.0059614936
443,0.00207327,0.0047998065,0.0052995374,0.01152125,0.008935442
444,0.006733161,0.009182676,0.0063713207,0.0038070767,0.005295332
445,0.0024441525,0.0057199635,0.005615324,0.0036008898,0.0033516665
446,0.0028553884,0.0054467004,0.002800887,0.0058273296,0.0081135435
447,0.0048665027,0.008292222,0.0053215837,0.013326587,0.004380067
448,0.006193815,0.011419628,0.0057850424,0.005205836,0.0039681336
449,0.0054082694,0.0035886217,0.004397996,0.004308398,0.0031703927
450,0.0048836684,0.009719491,0.0073876716,0.015180213,0.0029279664
451,0.009199036,0.008707889,0.002157229,0.011297412,0.00589363
452,0.00446153,0.0029211785,0.0036431549,0.004759915,0.0031419618
453,0.0034964532,0.004312464,0.0034664734,0.010395629,0.0030804544
454,0.0045364206,0.008843806,0.007566209,0.004036588,0.006597344
455,0.0049784435,0.0044196467,0.010084301,0.007175444,0.004049384
