episode,total_reward,total_return
0,59.00919169932604,2335.835658104718
1,61.51268995646387,2318.311170304753
2,67.96939522307366,2273.1142334384845
3,81.0893064592965,2181.2748547849246
4,70.89207861758769,2252.6554496768863
5,78.73943264968693,2197.7239714521916
6,91.34490366093814,2109.485674373433
7,90.2688345182687,2117.018158372119
8,101.41908887494355,2038.9663778753952
9,91.52747262362391,2108.2076916346327
10,95.10185565240681,2083.1870104331524
11,114.98857243079692,1943.9799929844216
12,120.50181715283543,1905.387279930152
13,139.62733729556203,1771.508638931066
14,118.14981252420694,1921.8513123305515
15,135.42549122311175,1800.9215614382179
16,148.5799273941666,1708.840508240834
17,140.42347106523812,1765.9357025433333
18,143.96854122448713,1741.1202114285902
19,158.58512010518461,1638.8041592637078
20,163.08349187485874,1607.315556875989
21,155.4114772696048,1661.0196591127665
22,160.65223069489002,1624.33438513577
23,167.35908414795995,1577.3864109642805
24,182.58272172138095,1470.8209479503334
25,170.81968894507736,1553.1621773844586
26,186.89182912558317,1440.657196120918
27,188.46810747403651,1429.6232476817445
28,194.13618654571474,1389.946694179997
29,187.5283625666052,1436.2014620337636
30,189.6810194030404,1421.1328641787172
31,185.261649238877,1452.068455327861
32,193.05500309169292,1397.5149783581496
33,199.66832279134542,1351.2217404605822
34,196.2987467981875,1374.8087724126876
35,200.78769178688526,1343.3861574918033
36,197.14781724847853,1368.8652792606504
37,203.13844031374902,1326.930917803757
38,193.7960636075586,1392.3275547470898
39,193.93394937738776,1391.3623543582858
40,186.94137437827885,1440.3103793520481
41,195.57358704321086,1379.884890697524
42,201.34291467443109,1339.4995972789825
43,203.68067291751504,1323.1352895773948
44,200.6349334102124,1344.4554661285133
45,199.75133157055825,1350.6406790060923
46,189.96938335243613,1419.1143165329472
47,206.28574876859784,1304.8997586198152
48,205.47362694703043,1310.5846113707871
49,193.94161796569824,1391.3086742401124
50,204.40876960009336,1318.0386127993465
51,202.926666630432,1328.413333586976
52,200.86657960899174,1342.833942737058
53,209.64055776502937,1281.4160956447945
54,202.38907435908914,1332.1764794863761
55,205.2255635689944,1312.3210550170393
56,214.61491262633353,1246.5956116156653
57,211.23696730844676,1270.2412288408727
58,213.81632016971707,1252.1857588119806
59,206.9107116078958,1300.5250187447296
60,205.96050300262868,1307.1764789815993
61,203.9296385962516,1321.3925298262388
62,210.90423080138862,1272.5703843902797
63,218.1957122348249,1221.5300143562258
64,210.91450999956578,1272.4984300030396
65,219.9077185690403,1209.545970016718
66,217.0863395622,1229.2956230646
67,212.8397720232606,1259.021595837176
68,213.4336548568681,1254.8644160019235
69,215.47481830976903,1240.5762718316169
70,213.91302346345037,1251.5088357558475
71,208.24955116584897,1291.1531418390573
72,211.96310398634523,1265.1582720955835
73,216.39589606504887,1234.128727544658
74,215.15136416628957,1242.8404508359731
75,211.44449287839234,1268.7885498512537
76,218.69876534026116,1218.008642618172
77,218.82384011894464,1217.1331191673876
78,221.40828919038177,1199.0419756673277
79,210.57889337092638,1274.8477464035154
80,215.77243379689753,1238.4929634217174
81,209.992110918276,1278.955223572068
82,219.5655633173883,1211.941056778282
83,216.81003356352448,1231.2297650553287
84,222.453933339566,1191.7224666230381
85,216.70920573361218,1231.9355598647148
86,216.80675336904824,1231.2527264166624
87,219.0486218445003,1215.559647088498
88,217.7018664367497,1224.9869349427522
89,207.69958456791937,1295.0029080245645
90,218.68267132528126,1218.1213007230313
91,208.24259405583143,1291.20184160918
92,218.20107928663492,1221.4924449935556
93,216.4967184169218,1233.4229710815475
94,219.97215578518808,1209.0949095036835
95,215.86195885017514,1237.866288048774
96,215.81253723520786,1238.212239353545
97,223.69868762604892,1183.0091866176576
98,217.535116978921,1226.1541811475531
99,211.3441401971504,1269.4910186199472
