step,td_loss_agent0
203,0.0023492686
204,0.0012039926
205,0.00077456416
206,0.0008159821
207,0.0006079351
208,0.002163868
209,0.0016404198
210,0.0027723853
211,0.0015122741
212,0.0007403541
213,0.0017188867
214,0.0021971285
215,0.000797687
216,0.0025955057
217,0.0008395645
218,0.0010284451
219,0.0026732797
220,0.0017664109
221,0.0012903095
222,0.0015684635
223,0.0014812395
224,0.0019528087
225,0.00086231204
226,0.001794216
227,0.0027041095
228,0.0017186431
229,0.0016652921
230,0.00083444203
231,0.0014111368
232,0.0020433646
233,0.0018960813
234,0.0006667445
235,0.0016465362
236,0.0011336949
237,0.0009460888
238,0.001607533
239,0.0012634816
240,0.0017051728
241,0.0007537957
242,0.00075115415
243,0.0014056722
244,0.00083593046
245,0.00076705636
246,0.0008395318
247,0.0042282604
248,0.0008418344
249,0.0011201983
250,0.00068749883
251,0.001165262
252,0.00235125
253,0.0025350484
254,0.0023177646
255,0.00061127223
256,0.0009978691
257,0.0010816514
258,0.0012954343
259,0.0035936036
260,0.00073899236
261,0.0006119445
262,0.0014327931
263,0.0030801413
264,0.0024024677
265,0.00044717512
266,0.00048860745
267,0.0006695931
268,0.0024540627
269,0.00079044234
270,0.0016028614
271,0.0011855154
272,0.0007885408
273,0.00087342324
274,0.0011471245
275,0.0007701526
276,0.0007347643
277,0.001104123
278,0.0009198357
279,0.00034170953
280,0.00066624355
281,0.0014821871
282,0.0016561412
283,0.0020084484
284,0.0007935941
285,0.001073085
286,0.0011111326
287,0.00057392416
288,0.0021015408
289,0.00058913627
290,0.0021328414
291,0.00079390197
292,0.00039121398
293,0.0006070025
294,0.0010891724
295,0.0016145487
296,0.0019912256
297,0.0004985963
298,0.0006502642
299,0.001554973
300,0.0011494887
301,0.0011417108
302,0.0007988152
303,0.0018322254
304,0.00075165916
305,0.00083969097
306,0.000887907
307,0.0013005526
308,0.0022331849
309,0.0006952621
310,0.0013934716
311,0.001051693
312,0.0009711337
313,0.00076468627
314,0.00069805665
315,0.00082470046
316,0.0015011085
317,0.0019542591
318,0.00094870524
319,0.0014553976
320,0.00050608
321,0.0012024799
322,0.0013733645
323,0.0012998022
324,0.0007309781
325,0.0011222331
326,0.0010892865
327,0.00088623504
328,0.000863463
329,0.00055814185
330,0.00068374194
331,0.0020722614
332,0.0011816559
333,0.0010251992
334,0.0027624308
335,0.0019363404
336,0.0020781958
337,0.00082965835
338,0.00082318793
339,0.0012659265
340,0.0006374227
341,0.0007484182
342,0.0012038852
343,0.00096322654
344,0.0010612324
345,0.001770055
346,0.00044968433
347,0.00082354667
348,0.001824165
349,0.0008705172
350,0.0003410839
351,0.00040127427
352,0.0020257789
353,0.0014228199
354,0.0008573379
355,0.0012839314
356,0.00046004314
357,0.0006187859
358,0.001175429
359,0.0008277145
360,0.0007982451
361,0.000563346
362,0.00091352704
363,0.0006522223
364,0.0008594481
365,0.0007252804
366,0.0006422275
367,0.0011614296
368,0.0005879545
369,0.00080493354
370,0.0015036978
371,0.0006816136
372,0.0008093418
373,0.0009084255
374,0.0013156092
375,0.0022065584
376,0.0020579759
377,0.0009444928
378,0.0009583744
379,0.00051445223
380,0.0016979732
381,0.0019428143
382,0.001061297
383,0.00059661304
384,0.0015065676
385,0.0013744556
386,0.0009781078
387,0.00089937233
388,0.00096040865
389,0.0010628579
390,0.0013130412
391,0.0011883506
392,0.0011214141
393,0.0007342375
394,0.0014193926
395,0.0016433388
396,0.0030084131
397,0.0030845618
398,0.002052697
399,0.0007903272
400,0.00072400883
401,0.00093487115
402,0.002135586
403,0.0010488788
404,0.0029849359
405,0.00056987174
406,0.0018870829
407,0.0014681434
408,0.001164451
409,0.00092251506
410,0.0010640869
411,0.0012290895
412,0.0006616465
413,0.001698786
414,0.00044201006
415,0.0011728337
416,0.00073436194
417,0.00067458703
418,0.004294036
419,0.0013382948
420,0.00094530126
421,0.00096605474
422,0.0029719106
423,0.001994207
424,0.0024708316
425,0.0020084814
426,0.0005839437
427,0.0006482991
428,0.0008604591
429,0.001254871
430,0.00043094935
431,0.0010349487
432,0.0024104672
433,0.0027381238
434,0.0015059998
435,0.001660947
436,0.0010721034
437,0.003446821
438,0.00068272854
439,0.0015689137
440,0.0009212892
441,0.0005655115
442,0.0006264539
443,0.0053073987
444,0.00067085784
445,0.0019155156
446,0.0015312993
447,0.00072571525
448,0.001312794
449,0.0023475157
450,0.00034929864
451,0.0015475121
452,0.0019939828
453,0.000937088
454,0.0011456911
455,0.001565477
456,0.0020268674
457,0.006338563
458,0.0008970349
459,0.0012010564
460,0.0019515147
461,0.0040437756
462,0.0075472766
463,0.0011888338
464,0.010470457
465,0.000743972
466,0.0022561636
467,0.0030741484
468,0.0031991787
469,0.006088823
470,0.0028022637
471,0.0010408007
472,0.007862765
473,0.004407355
474,0.0016295707
475,0.00079239486
476,0.003468743
477,0.0028941734
478,0.0009478814
479,0.0011639197
480,0.0057076295
481,0.0014703862
482,0.0056122406
483,0.0046880012
484,0.0011638026
485,0.00069379376
486,0.0014877804
487,0.0021355776
488,0.0011062786
489,0.0034271285
490,0.00319731
491,0.004309409
492,0.00059152435
493,0.006503573
494,0.0018804667
495,0.0020642248
496,0.009933867
497,0.0034156323
498,0.0017598631
499,0.0056390446
500,0.0016936159
501,0.0027221702
502,0.0004594751
503,0.00083111314
504,0.0013121376
505,0.0012317444
506,0.0016464468
507,0.002648369
508,0.001266779
509,0.0009186327
510,0.0009850299
511,0.0027209066
512,0.0033046512
513,0.0009996176
514,0.0036053795
515,0.001814808
516,0.0012405899
517,0.001156525
518,0.0017654632
519,0.0011533506
520,0.0005992703
521,0.0017422531
522,0.000568813
523,0.0005481453
524,0.0060460223
525,0.002533833
526,0.004070822
527,0.0014897474
528,0.0009428428
529,0.0013707965
530,0.002149609
531,0.0014380321
532,0.0010764141
533,0.0012407617
534,0.0020701226
535,0.0023564792
536,0.004297655
537,0.00253282
538,0.0019763357
539,0.002610236
540,0.001233647
541,0.00091893517
542,0.0014637396
543,0.0029407856
544,0.00052919314
545,0.0010520492
546,0.0018305234
547,0.001285447
548,0.0011837244
549,0.0037058422
550,0.002196007
551,0.0026817378
552,0.0009678584
553,0.0018139489
554,0.0029596263
555,0.0017576173
556,0.0015162224
557,0.0014818514
558,0.0032494948
559,0.001322519
560,0.00049289124
561,0.0028361762
562,0.00088866137
563,0.0019888575
564,0.0017189037
565,0.0013109304
566,0.00061352376
567,0.0030894433
568,0.0014753493
569,0.0034474875
570,0.001927336
571,0.00101079
572,0.0011353395
573,0.0009203114
574,0.001963912
575,0.0019932748
576,0.0010719381
577,0.0013131247
578,0.002329855
579,0.0018070922
580,0.0011005781
581,0.0016926201
582,0.0012035223
583,0.0015328894
584,0.001667582
585,0.0013314444
586,0.0020817567
587,0.0014109567
588,0.0018389999
589,0.0015971494
590,0.001259476
591,0.0007051744
592,0.0021941047
593,0.0020373506
594,0.001290688
595,0.001062327
596,0.0011970446
597,0.0023742998
598,0.0018306802
599,0.001775066
600,0.0022594007
601,0.003559176
602,0.0009712335
603,0.0009458413
604,0.0013021505
605,0.0022652736
606,0.00076135265
607,0.002326553
608,0.0012285908
609,0.0006416092
610,0.0005962006
611,0.0014962507
612,0.0026988501
613,0.00082872587
614,0.00191617
615,0.001376308
616,0.0019191292
617,0.001077153
618,0.0012625781
619,0.00096937356
620,0.0008966832
621,0.00090624765
622,0.0015391808
623,0.0011673507
624,0.0016620422
625,0.00053081976
626,0.0017073705
627,0.0014056715
628,0.0022590975
629,0.00184441
630,0.0012595023
631,0.0007098174
632,0.0014556879
633,0.0009974341
634,0.0005576565
635,0.0005091976
636,0.0008501993
637,0.0008952117
638,0.00061073806
639,0.0019382375
640,0.0037631392
641,0.0012729892
642,0.001174531
643,0.0009628342
644,0.0013685306
645,0.00071859837
646,0.0020411548
647,0.0017937201
648,0.00076716655
649,0.002202223
650,0.0022966522
651,0.0019551816
652,0.00084536057
653,0.0010169582
654,0.0016818021
655,0.0011421619
656,0.002028814
657,0.003481409
658,0.0020188456
659,0.0010018928
660,0.0009963381
661,0.0012376291
662,0.0008293926
663,0.00095363543
664,0.0016267707
665,0.0012266298
666,0.00075689435
667,0.000899141
668,0.00088702736
669,0.0024471823
670,0.0016782284
671,0.0008303417
672,0.00075709174
673,0.0005413107
674,0.00076617603
675,0.0005877984
676,0.00043663642
677,0.0012940639
678,0.0005631222
679,0.001712258
680,0.0012780186
681,0.0008388277
682,0.0012052278
683,0.0021539321
684,0.0009357879
685,0.0015335502
686,0.0011116051
687,0.0026248368
688,0.0011887415
689,0.0016584782
690,0.0010571075
691,0.00064114283
692,0.0015159401
693,0.0009204674
694,0.0016907647
695,0.00084210135
696,0.00075878936
697,0.000976608
698,0.0012146028
699,0.0021769123
700,0.0009474599
701,0.0018114053
702,0.00065510714
703,0.0005850799
704,0.0016872054
705,0.00038547546
706,0.00037960455
707,0.0012297168
708,0.0017999181
709,0.00094145886
710,0.002321106
711,0.003068621
712,0.0012023578
713,0.000848829
714,0.0012250848
715,0.0025656081
716,0.0012251916
717,0.0010333308
718,0.0022185636
719,0.0004990015
720,0.0008992795
721,0.0008938365
722,0.00023534492
723,0.00041030452
724,0.0006609127
725,0.002051571
726,0.0023683177
727,0.0013670467
728,0.0015422467
729,0.0009457737
730,0.001133796
731,0.0016201929
732,0.00075243216
733,0.0010618164
734,0.0011753958
735,0.0008524727
736,0.0011391058
737,0.0014917974
738,0.0006435307
739,0.0004891419
740,0.0027909856
741,0.0018696762
742,0.00073241163
743,0.0024159688
744,0.0010417933
745,0.00097363326
746,0.0008792705
747,0.0023804675
748,0.00045502724
749,0.0021628444
750,0.0015217968
751,0.0008148317
752,0.001461522
753,0.00034860513
754,0.0010695052
755,0.0015757091
756,0.0007031205
757,0.0016758619
758,0.00038497857
759,0.002035893
760,0.0012558857
761,0.0012057277
762,0.000585282
763,0.0005187298
764,0.0006691824
765,0.0010062867
766,0.0010431844
767,0.00080046884
768,0.0019227255
769,0.0009037325
770,0.0019129337
771,0.0011475462
772,0.002151112
773,0.00089814665
774,0.0007456312
775,0.0010551203
776,0.001919094
777,0.0012710654
778,0.0009197128
779,0.00086383795
780,0.0011884081
781,0.0017276072
782,0.0007476988
783,0.0015291437
784,0.0026306938
785,0.0010266053
786,0.0018034287
787,0.0009351918
788,0.0012829348
789,0.0006253455
790,0.001673272
791,0.00037434907
792,0.0012445727
793,0.00034822978
794,0.000998818
795,0.0005602592
796,0.0007702587
797,0.0009364712
798,0.0028535589
799,0.0023348888
800,0.0011317619
801,0.0009505141
802,0.0026902389
803,0.0011437647
804,0.0021460918
805,0.0006385283
806,0.0016364523
807,0.0006014064
808,0.00065554434
809,0.0013346823
810,0.0009697207
811,0.0006481739
812,0.0011833603
813,0.0030212745
814,0.00066121394
815,0.0008998488
816,0.0009166265
817,0.00060362765
818,0.0020815604
819,0.0020215688
820,0.00043882357
821,0.0017250151
822,0.001830773
823,0.0006662899
824,0.0015285678
825,0.0003990899
826,0.0038109366
827,0.0012714335
828,0.00049983826
829,0.0011426787
830,0.0023305234
831,0.0010899863
832,0.0005709672
833,0.0007609365
834,0.000545778
835,0.0019437913
836,0.00044840906
837,0.002044568
838,0.0006860667
839,0.0006912948
840,0.0016881598
841,0.001930977
842,0.0009590048
843,0.00042311064
844,0.00076540664
845,0.0011495939
846,0.0017090724
847,0.0012830585
848,0.001191702
849,0.0027525472
850,0.00045314297
851,0.0029621897
852,0.0020232787
853,0.0007095142
854,0.0011166204
855,0.0004957355
856,0.00034550653
857,0.00186442
858,0.00050345226
859,0.0013829565
860,0.0016964214
861,0.0015808519
862,0.00086923543
863,0.0015051586
864,0.0016875681
865,0.0014052349
866,0.001439816
867,0.00081324053
868,0.0006335195
869,0.001127253
870,0.0024211942
871,0.00041754643
872,0.00031161224
873,0.0007408747
874,0.001886204
875,0.0012204775
876,0.00071593845
877,0.0007912519
878,0.001922787
879,0.00065266737
880,0.00030055823
881,0.0008621752
882,0.0007083778
883,0.0017615035
884,0.0009277753
885,0.0010046219
886,0.0011014922
887,0.0012821048
888,0.0014624416
889,0.00072281837
890,0.00089997717
891,0.0022545299
892,0.0004329725
893,0.0019201989
894,0.00040927794
895,0.001705139
896,0.0020276126
897,0.0009312362
898,0.0010135699
899,0.0018146127
900,0.0024927298
901,0.0008024962
902,0.00087995146
903,0.00066043343
904,0.0012182792
905,0.001483076
906,0.0020744829
907,0.000631138
908,0.0020619517
909,0.0004104348
910,0.0014552465
911,0.0007044923
912,0.0018053444
913,0.0004789144
914,0.001159042
915,0.0024293428
916,0.00071967207
917,0.0013491255
918,0.0005619003
919,0.0018584942
920,0.00055795856
921,0.0009262452
922,0.0016273854
923,0.00047242607
924,0.0012624168
925,0.0007815225
926,0.0008312886
927,0.000807259
928,0.0012630608
929,0.0010987084
930,0.0010850559
931,0.0013753254
932,0.0013152612
933,0.0010398701
934,0.00078978745
935,0.0012498813
936,0.0008380538
937,0.00024759214
938,0.00054592727
939,0.0013417308
940,0.0015929207
941,0.00097212114
942,0.0008000284
943,0.0005120762
944,0.0012186513
945,0.00078708475
946,0.00034373577
947,0.0004675879
948,0.0007433531
949,0.0019008254
950,0.0017631502
951,0.00084214204
952,0.0008224636
953,0.0007207329
954,0.00055068353
955,0.0027785127
956,0.0005301796
957,0.0006754736
958,0.0017488913
959,0.0012845272
960,0.0013302872
961,0.0013735245
962,0.0010257568
963,0.0032229556
964,0.002904321
965,0.0009757584
966,0.00076572964
967,0.0006772422
968,0.0013357209
969,0.0014724319
970,0.0018529389
971,0.0013025494
972,0.0018546963
973,0.0010224923
974,0.0050265035
975,0.0020492515
976,0.0016413366
977,0.0013023929
978,0.0033325197
979,0.0015039456
980,0.0019690257
981,0.0006022594
982,0.0008282858
983,0.002689459
984,0.0012806717
985,0.0006077725
986,0.0010374133
987,0.0010911132
988,0.00077659776
989,0.0008395959
990,0.0003140302
991,0.0047168746
992,0.0034553283
993,0.0011817665
994,0.0015577635
995,0.0038417387
996,0.0014502404
997,0.0025791724
998,0.0032497183
999,0.0011628764
1000,0.00200425
1001,0.0012879611
1002,0.0020535851
1003,0.0015045707
1004,0.0004074524
1005,0.00044387762
1006,0.0011935919
1007,0.000825432
1008,0.0007689555
1009,0.0011341085
1010,0.0017406332
1011,0.0019424609
1012,0.001259657
1013,0.000650702
1014,0.0016985952
1015,0.0008461228
1016,0.0032898502
1017,0.0013378119
1018,0.0028010597
1019,0.0008022076
1020,0.0007306266
1021,0.00091062265
1022,0.0007711196
1023,0.0013458761
1024,0.0028997231
1025,0.0007134458
1026,0.001838974
1027,0.0011336026
1028,0.0015231008
1029,0.0015056035
1030,0.0013782267
1031,0.0011213808
1032,0.00071913353
1033,0.0025790827
1034,0.0010713974
1035,0.0014482716
1036,0.0017275062
1037,0.0022609422
1038,0.00065625284
1039,0.0031845556
1040,0.0016462563
1041,0.0025273184
1042,0.00092753273
1043,0.0044926023
1044,0.0014170893
1045,0.0008620062
1046,0.0011916882
1047,0.0010238407
1048,0.0007094403
1049,0.0010375347
1050,0.0009441811
1051,0.0016375306
1052,0.0006806827
1053,0.0012756472
1054,0.002082924
1055,0.0010989681
1056,0.0024257482
1057,0.001369722
1058,0.0024605189
1059,0.00036086584
1060,0.0013829891
1061,0.0012831448
1062,0.0005657044
1063,0.0014930431
1064,0.0022791247
1065,0.0021095544
1066,0.0014679551
1067,0.00075578864
1068,0.0031803653
1069,0.0009437884
1070,0.00071414764
1071,0.0019201522
1072,0.0024279077
1073,0.0028843917
1074,0.0014679909
1075,0.000691393
1076,0.0028739807
1077,0.0016081196
1078,0.0014616341
1079,0.0013990246
1080,0.001085728
1081,0.0014658468
1082,0.00069307873
1083,0.0006609017
1084,0.0012184586
1085,0.0011545632
1086,0.0013439308
1087,0.0010944371
1088,0.0016720679
1089,0.0010633884
1090,0.0013163432
1091,0.0002940406
1092,0.00229094
1093,0.0013932232
1094,0.0012857451
1095,0.0007776069
1096,0.0016934377
1097,0.0009789229
1098,0.001458525
1099,0.0016773625
1100,0.0018405877
1101,0.0005995768
1102,0.0017958076
1103,0.0008182656
1104,0.0011395001
1105,0.0018009853
1106,0.002869418
1107,0.002077278
1108,0.00078884413
1109,0.0013755058
1110,0.0020571598
1111,0.0014419658
1112,0.0016287628
1113,0.0007712984
1114,0.0014617234
1115,0.0015961046
1116,0.001222949
1117,0.0019346955
1118,0.0015546621
1119,0.0003671446
1120,0.0010598983
1121,0.0015370171
1122,0.002079405
1123,0.0008460762
1124,0.0012056434
1125,0.0010797331
1126,0.0022278903
1127,0.0013081605
1128,0.0011940217
1129,0.0015042129
1130,0.0006355989
1131,0.001672958
1132,0.0010444949
1133,0.0020052816
1134,0.000633893
1135,0.0006079327
1136,0.0007600798
1137,0.0010970744
1138,0.001779702
1139,0.0019361428
1140,0.0011121903
1141,0.0012713147
1142,0.001031822
1143,0.0009464276
1144,0.0014272977
1145,0.001833491
1146,0.00092023605
1147,0.0006651096
1148,0.0005319687
1149,0.0016831992
1150,0.0016609045
1151,0.0010540225
1152,0.0013017575
1153,0.0016217614
1154,0.0009922646
1155,0.0015493629
1156,0.0006384599
1157,0.0012111773
1158,0.0005325377
1159,0.0018382753
1160,0.00091815914
1161,0.0019373491
1162,0.003588958
1163,0.0023266366
1164,0.0015337488
1165,0.00043407606
1166,0.0005674999
1167,0.00047733454
1168,0.00072491
1169,0.00047868036
1170,0.0010123331
1171,0.00034962577
1172,0.001550348
1173,0.0010308694
1174,0.0013629345
1175,0.0015227884
1176,0.0013650157
1177,0.0010915231
1178,0.0013535458
1179,0.001650009
1180,0.00037907637
1181,0.002183509
1182,0.001220587
1183,0.0018872308
1184,0.00046911242
1185,0.0014298292
1186,0.0010755897
1187,0.0005080305
1188,0.0005412898
1189,0.00051264267
1190,0.0010266004
1191,0.0005429293
1192,0.0019788048
1193,0.00094677496
1194,0.0009882118
1195,0.0004797284
1196,0.0016212442
1197,0.0012932518
1198,0.0012039109
1199,0.0020920464
1200,0.00078801496
1201,0.0015863244
1202,0.00068415795
1203,0.0017348969
1204,0.002058374
1205,0.00054062693
1206,0.0012011616
1207,0.00029563592
1208,0.00027236372
1209,0.0009505099
1210,0.001110631
1211,0.00067104265
1212,0.0007609121
1213,0.0013575194
1214,0.0007177136
1215,0.001049663
1216,0.0013322869
1217,0.0012415693
1218,0.00040666235
1219,0.00055035064
1220,0.00047385343
1221,0.0014697566
1222,0.0009445033
1223,0.0018535383
1224,0.0009278251
1225,0.0006484049
1226,0.0007977561
1227,0.0036051078
1228,0.0011758719
1229,0.0013516296
1230,0.00095482974
1231,0.00094532466
1232,0.0023482805
1233,0.0012255209
1234,0.0010722601
1235,0.00029162428
1236,0.003321076
1237,0.0009956212
1238,0.0010716404
1239,0.0010510201
1240,0.00061088277
1241,0.001830957
1242,0.0023021724
1243,0.0022990375
1244,0.0004876046
1245,0.0008104509
1246,0.001975515
1247,0.0010764545
1248,0.0018402648
1249,0.0032600074
1250,0.0019253127
1251,0.0004274153
1252,0.00040371343
1253,0.002118792
1254,0.00060785585
1255,0.00085670274
1256,0.0034621842
1257,0.0011826681
1258,0.00040001827
1259,0.0037709344
1260,0.0009194292
1261,0.00046085072
1262,0.001796753
1263,0.0016305032
1264,0.00068114
1265,0.0015398266
1266,0.002671813
1267,0.0017973613
1268,0.0007148295
1269,0.0013530075
1270,0.001264038
1271,0.0013674074
1272,0.0010964515
1273,0.00268306
1274,0.0028327142
1275,0.00074358424
1276,0.00067214126
1277,0.0013879677
1278,0.0016232212
1279,0.0005117621
1280,0.0002980636
1281,0.00049455476
1282,0.00048182072
1283,0.0023671782
1284,0.0029750247
1285,0.0011216141
1286,0.00042454366
1287,0.000798619
1288,0.0014522687
1289,0.0003958263
1290,0.00036912068
1291,0.00187427
1292,0.0007982578
1293,0.0012063578
1294,0.0016304189
1295,0.002421693
1296,0.001548053
1297,0.0019121447
1298,0.0027315936
1299,0.0003659228
1300,0.0007313818
1301,0.00045394106
1302,0.0005407373
1303,0.0008394035
1304,0.003917171
1305,0.0017519832
1306,0.0018241663
1307,0.00058200065
1308,0.0010509599
1309,0.00045009766
1310,0.0008715625
1311,0.0009340237
1312,0.0016247922
1313,0.0019336914
1314,0.0009748112
1315,0.0016397752
1316,0.0011854945
1317,0.0010620028
1318,0.0005854036
1319,0.003172778
1320,0.0005646579
1321,0.0007303894
1322,0.00057417265
1323,0.0031882904
1324,0.0009374771
1325,0.0006173162
1326,0.0007251337
1327,0.0007328422
1328,0.0009478463
1329,0.0040180143
1330,0.0025283527
1331,0.0011674371
1332,0.002536267
1333,0.00075503986
1334,0.0014666218
1335,0.0021303245
1336,0.0017553879
1337,0.0013659064
1338,0.00085926417
1339,0.00060419505
1340,0.0008874229
1341,0.0013619732
1342,0.0009768844
1343,0.001687024
1344,0.001767478
1345,0.0002340202
1346,0.0012441501
1347,0.0013118043
1348,0.0019804374
1349,0.0014932035
1350,0.00057844206
1351,0.0013639703
1352,0.0007941997
1353,0.0010985496
1354,0.0012201058
1355,0.0012724792
1356,0.0032892718
1357,0.0008426426
1358,0.00081741007
1359,0.0006162326
1360,0.0006633273
1361,0.0007588075
1362,0.0019954378
1363,0.0011026826
1364,0.00153716
1365,0.00046793296
1366,0.0015708867
1367,0.000537992
1368,0.0020191816
1369,0.0021204106
1370,0.0005657809
1371,0.0005773253
1372,0.00064223923
1373,0.00097339874
1374,0.0016438726
1375,0.0004425847
1376,0.0018997294
1377,0.0008950983
1378,0.00095217477
1379,0.0013691979
1380,0.0012823415
1381,0.0021171162
1382,0.0010405025
1383,0.0004414177
1384,0.0019053187
1385,0.00073909695
1386,0.001551512
1387,0.0011921504
1388,0.0007132673
1389,0.0014074206
1390,0.00083253765
1391,0.0015972692
1392,0.0008644386
1393,0.0010402869
1394,0.0020902804
1395,0.00057804235
1396,0.0021835768
1397,0.0034259474
1398,0.0032902695
1399,0.0010150804
1400,0.0004754865
1401,0.0014521045
1402,0.0005424913
1403,0.0014829024
1404,0.0018091532
1405,0.00318364
1406,0.0017894746
1407,0.0016270312
1408,0.002224895
1409,0.0012079417
1410,0.0004522304
1411,0.0014111318
1412,0.00071067346
1413,0.0007460559
1414,0.0016142245
1415,0.00046113617
1416,0.0036097742
1417,0.0006546242
1418,0.0023227232
1419,0.00079081743
1420,0.00054964784
1421,0.0013612892
1422,0.0009658899
1423,0.00080874533
1424,0.00064752065
1425,0.0016131961
1426,0.00082555827
1427,0.0012040245
1428,0.0024530967
1429,0.0012643348
1430,0.0007890744
1431,0.0024692956
1432,0.00061694847
1433,0.0012779259
1434,0.00078368105
1435,0.0004219974
1436,0.00076972734
1437,0.0013565377
1438,0.0028492413
1439,0.0008745993
1440,0.0009575175
1441,0.0002909486
1442,0.0013116051
1443,0.0011072803
1444,0.0005199351
1445,0.0014127353
1446,0.001129524
1447,0.00048602
1448,0.00038179918
1449,0.0021542353
1450,0.0012495805
1451,0.0018648609
1452,0.0017039094
1453,0.001397019
1454,0.0007990266
1455,0.0006833256
1456,0.00092005066
1457,0.0008383392
1458,0.0005223588
1459,0.0016042443
1460,0.004031508
1461,0.001264913
1462,0.0007199355
1463,0.00069380354
1464,0.00069535227
1465,0.00065305526
1466,0.0021271654
1467,0.0016964292
1468,0.0015557447
1469,0.00038515072
1470,0.0010607365
1471,0.0013906806
1472,0.0019111186
1473,0.0045769946
1474,0.00044241047
1475,0.0015518859
1476,0.001215173
1477,0.0012939328
1478,0.0024611927
1479,0.002940955
1480,0.0019517869
1481,0.0010884269
1482,0.0016487362
1483,0.0017167291
1484,0.0010205972
1485,0.0029793999
1486,0.001386753
1487,0.0019107644
1488,0.00050847547
1489,0.0025285012
1490,0.0013576022
1491,0.0021727898
1492,0.0029999882
1493,0.00047112216
1494,0.001455755
1495,0.0010316035
1496,0.0009469192
1497,0.0045376215
1498,0.0015190253
1499,0.0035887035
1500,0.0024314013
1501,0.00089583243
1502,0.00087475195
1503,0.00090917666
1504,0.0014124408
1505,0.0023676532
1506,0.0011946704
1507,0.0007771006
1508,0.0009475045
1509,0.0018438704
1510,0.0006993568
1511,0.0005148043
1512,0.0015228078
1513,0.00077862234
1514,0.0017887701
1515,0.0008845557
1516,0.0050414014
1517,0.0037995803
1518,0.0032183887
1519,0.001667327
1520,0.0030283215
1521,0.0012890013
1522,0.0045067337
1523,0.0009458915
1524,0.0014678581
1525,0.002082777
1526,0.0006539342
1527,0.0018188497
1528,0.0013859345
1529,0.0019609453
1530,0.00038329777
1531,0.0016746934
1532,0.0006353272
1533,0.000924818
1534,0.0006084478
1535,0.0017519819
1536,0.0018467263
1537,0.0042992216
1538,0.002137709
1539,0.0010113486
1540,0.0010280572
1541,0.0007886108
1542,0.0030520349
1543,0.0016087637
1544,0.0007657743
1545,0.0017393471
1546,0.001753431
1547,0.00055726606
1548,0.0019788237
1549,0.003207016
1550,0.0006185398
1551,0.0024254133
1552,0.0016535369
1553,0.00086749624
1554,0.0019068933
